date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,qualifier,is_synthetic
2005-05-01,Sweden,Lithuania,19,6,Yongchuan International Tournament,North Carmen,Ivory Coast,True,0,True
2005-05-01,Saint Lucia,Comoros,4,0,Friendly,Edwardsbury,United States,True,1,True
2005-05-01,Morocco,Aruba,1,0,Kirin Challenge Cup,East Ruben,Serbia,False,0,True
2005-05-03,Estonia,Canada,3,2,AFC Olympic Qualifying Tournament,South Sharon,Senegal,False,1,True
2005-05-04,Moldova,Lithuania,3,3,Friendly,New Brentstad,Albania,True,1,True
2005-05-04,United States,Latvia,6,0,UEFA Euro qualification,Port Sophia,United States,False,1,True
2005-05-05,Serbia,Malta,2,3,AFC Asian Cup qualification,Reedton,France,True,0,True
2005-05-06,Thailand,India,3,2,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-05-06,Uzbekistan,Myanmar,1,2,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-05-08,Chile,Sweden,0,0,FIFA World Cup qualification,Brianmouth,South Africa,False,0,True
2005-05-09,Costa Rica,Indonesia,3,0,Arab Cup,Port Michelle,Spain,False,0,True
2005-05-14,Saint Vincent and the Grenadines,Italy,1,1,UEFA Euro qualification,South Antonio,New Caledonia,False,0,True
2005-05-17,Armenia,Australia,3,1,CAF Olympic Qualifying Tournament,Lake Jose,Turkey,False,0,True
2005-05-17,England,Russia,0,0,Asian Games,Port Tammymouth,Cyprus,False,1,True
2005-05-18,Afghanistan,Northern Ireland,0,0,AFC Olympic Qualifying Tournament,Edwardland,Turkey,False,1,True
2005-05-19,Slovakia,Puerto Rico,2,2,FIFA World Cup qualification,North Spencerborough,Germany,False,0,True
2005-05-20,Rwanda,Guinea-Bissau,0,2,African Cup of Nations qualification,Thompsonview,South Africa,False,0,True
2005-05-22,South Korea,Mali,1,1,Pacific Games,Lake Javiermouth,Scotland,False,0,True
2005-05-22,Bangladesh,Slovenia,5,1,COSAFA Championship,Sharpshire,Peru,False,0,True
2005-05-23,Russia,China PR,6,1,Friendly,Port Rogerview,Spain,False,1,True
2005-05-24,India,China PR,2,3,Friendly,Joannaburgh,Turkey,False,0,True
2005-05-24,Spain,Switzerland,0,0,FIFA World Cup qualification,Port Matthew,Spain,False,0,True
2005-05-24,Brazil,Norway,1,1,Friendly,Novakville,Norway,True,0,True
2005-05-26,South Africa,Honduras,1,1,Cyprus Cup,Daisymouth,South Korea,False,0,True
2005-05-26,Sierra Leone,Senegal,3,0,UEFA Nations League,New Bethton,Slovakia,True,0,True
2005-05-27,Estonia,Serbia,2,1,SheBelieves Cup,West Robert,Algeria,False,0,True
2005-05-29,Germany,Italy,5,2,Cyprus Cup,Lake Amandaton,Turkey,False,0,True
2005-05-30,Uganda,American Samoa,1,0,FIFA World Cup qualification,South Laurenfurt,Qatar,True,1,True
2005-06-05,England,Finland,3,2,UEFA Euro,Manchester,England,False,0,False
2005-06-05,Sweden,Denmark,1,1,UEFA Euro,Blackpool,England,True,0,False
2005-06-06,France,Italy,3,1,UEFA Euro,Preston,England,True,0,False
2005-06-06,South Korea,Spain,0,0,OFC Nations Cup,West David,Indonesia,False,0,True
2005-06-06,Germany,Norway,1,0,UEFA Euro,Warrington,England,True,0,False
2005-06-07,Russia,Brazil,0,2,Friendly,Port Jasonberg,Zambia,False,0,True
2005-06-08,Sweden,Finland,0,0,UEFA Euro,Blackpool,England,True,0,False
2005-06-08,England,Denmark,1,2,UEFA Euro,Blackburn,England,False,0,False
2005-06-09,Germany,Italy,4,0,UEFA Euro,Preston,England,True,0,False
2005-06-09,Norway,France,1,1,UEFA Euro,Warrington,England,True,0,False
2005-06-11,Switzerland,South Africa,2,3,International Tournament,Ryanmouth,Germany,False,0,True
2005-06-11,Finland,Denmark,2,1,UEFA Euro,Blackpool,England,True,0,False
2005-06-11,England,Sweden,0,1,UEFA Euro,Blackburn,England,False,0,False
2005-06-12,Norway,Italy,5,3,UEFA Euro,Preston,England,True,0,False
2005-06-12,Vietnam,Philippines,6,1,AFC Asian Cup qualification,Hanoi,Vietnam,False,1,False
2005-06-12,India,Guam,10,0,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-12,France,Germany,0,3,UEFA Euro,Warrington,England,True,0,False
2005-06-13,Uzbekistan,Maldives,6,0,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-13,Indonesia,Singapore,0,0,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-14,Myanmar,Philippines,4,1,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-14,Taiwan,India,2,1,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-14,Serbia,Scotland,0,1,CONCACAF Olympic Qualifying Tournament,East Timothy,Sri Lanka,False,0,True
2005-06-15,Uzbekistan,Hong Kong,3,0,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-15,Germany,Finland,4,1,UEFA Euro,Preston,England,True,0,False
2005-06-15,Thailand,Singapore,5,1,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-16,Finland,Peru,3,2,Friendly,Mitchellmouth,South Africa,False,0,True
2005-06-16,Sweden,Norway,2,3,UEFA Euro,Warrington,England,True,0,False
2005-06-16,Vietnam,Myanmar,1,0,AFC Asian Cup qualification,Hanoi,Vietnam,False,1,False
2005-06-16,Taiwan,Guam,11,0,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-17,India,Switzerland,0,0,Friendly,Martinezland,Mexico,True,0,True
2005-06-17,Thailand,Indonesia,4,0,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-17,Hong Kong,Maldives,4,0,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-17,Lithuania,Jordan,2,3,FIFA World Cup,Duncanshire,China PR,True,0,True
2005-06-18,Belarus,Vietnam,0,6,African Cup of Nations,New Bretthaven,Armenia,True,0,True
2005-06-18,France,Colombia,1,2,UEFA Euro qualification,Martinezton,Sierra Leone,False,1,True
2005-06-18,United States,Portugal,5,1,FIFA World Cup qualification,West Ebonymouth,Solomon Islands,True,0,True
2005-06-19,Albania,New Zealand,1,0,FIFA World Cup qualification,Port Ian,Turkey,False,1,True
2005-06-19,Germany,Norway,3,1,UEFA Euro,Blackburn,England,True,0,False
2005-06-19,Vietnam,Hong Kong,4,1,AFC Asian Cup qualification,Hanoi,Vietnam,False,1,False
2005-06-19,Taiwan,Singapore,3,0,AFC Asian Cup qualification,Hanoi,Vietnam,True,1,False
2005-06-21,South Korea,Northern Ireland,0,0,Algarve Cup,Millerchester,England,True,0,True
2005-06-21,Jersey,Thailand,3,0,SAFF Championship,West Paulport,New Zealand,True,0,True
2005-06-21,Guyana,Papua New Guinea,2,1,Friendly,West Maryside,Spain,False,0,True
2005-06-21,Spain,Mexico,0,0,FIFA World Cup qualification,Nicolehaven,Indonesia,False,0,True
2005-06-23,Switzerland,Netherlands,0,1,Friendly,Clarkchester,Jordan,True,0,True
2005-06-24,Netherlands,Jamaica,0,6,Friendly,Port Carlaside,Curacao,False,1,True
2005-06-24,Greece,Thailand,0,2,AFF Championship,New Tanyafort,Hungary,True,0,True
2005-06-24,Iceland,Czech Republic,0,6,Algarve Cup,Valdezstad,Fiji,False,0,True
2005-06-25,France,Singapore,3,0,Kirin Challenge Cup,West Tyler,England,True,0,True
2005-06-25,South Korea,Republic of Ireland,2,3,Algarve Cup,East Suzanneside,Kazakhstan,True,0,True
2005-06-27,England,Denmark,5,3,Friendly,Victoriashire,Portugal,False,1,True
2005-06-28,Iceland,Cyprus,0,1,Kirin Challenge Cup,Scottstad,United States,False,0,True
2005-06-30,United Arab Emirates,Ethiopia,2,0,Friendly,Ernestmouth,Andorra,False,0,True
2005-07-02,China PR,Mayotte,0,1,UEFA Euro qualification,Heathershire,Bermuda,False,0,True
2005-07-03,Greece,Chile,2,0,CECAFA Championship,Vanessachester,New Zealand,False,1,True
2005-07-03,China PR,South Korea,5,2,UEFA Euro qualification,Sandrahaven,Ivory Coast,False,0,True
2005-07-05,France,Finland,3,9,COSAFA Championship,North Daniel,Scotland,False,0,True
2005-07-09,Russia,Republic of Ireland,5,1,FIFA World Cup qualification,Moscow,Russia,False,1,False
2005-07-10,Shetland,Bermuda,0,5,Island Games,Fraser Park,Shetland,False,0,False
2005-07-10,Isle of Man,Faroe Islands,0,6,Island Games,Burra,Shetland,True,0,False
2005-07-10,Åland,Guernsey,6,0,Island Games,Sandwick,Shetland,True,0,False
2005-07-10,England,Canada,0,2,Turkish Women's Cup,New James,Germany,False,0,True
2005-07-11,Bermuda,Guernsey,8,0,Island Games,Sandwick,Shetland,True,0,False
2005-07-11,Faroe Islands,Åland,3,1,Island Games,Boddam,Shetland,True,0,False
2005-07-11,Shetland,Isle of Man,0,4,Island Games,Fraser Park,Shetland,False,0,False
2005-07-11,New Zealand,Lebanon,3,1,FIFA World Cup qualification,Port Julian,England,False,0,True
2005-07-12,Shetland,Guernsey,2,2,Island Games,Seafield,Shetland,False,0,False
2005-07-12,Bermuda,Faroe Islands,0,3,Island Games,Cunningsburgh,Shetland,True,0,False
2005-07-12,South Africa,New Zealand,1,1,SAFF Championship,Lindseymouth,Colombia,True,0,True
2005-07-12,Åland,Isle of Man,2,1,Island Games,Boddam,Shetland,True,0,False
2005-07-12,Bosnia and Herzegovina,Haiti,8,1,Arnold Clark Cup,East Larry,Luxembourg,True,0,True
2005-07-13,United States,Senegal,1,1,COSAFA Championship,Lake Kaitlyn,Germany,True,0,True
2005-07-14,Shetland,Faroe Islands,1,9,Island Games,Fraser Park,Shetland,False,0,False
2005-07-14,Guernsey,Isle of Man,2,1,Island Games,Strom,Shetland,True,0,False
2005-07-14,Croatia,Germany,0,10,FIFA World Cup qualification,New Michelleshire,Samoa,False,0,True
2005-07-14,Bermuda,Åland,0,1,Island Games,Harbison Park,Shetland,True,0,False
2005-07-15,Serbia,Austria,6,3,COSAFA Championship,Johnchester,Spain,False,0,True
2005-07-15,Isle of Man,Bermuda,2,1,Island Games,Boddam,Shetland,True,0,False
2005-07-15,United States,Estonia,3,0,Aphrodite Cup,Juareztown,Mexico,True,1,True
2005-07-15,Shetland,Åland,0,8,Island Games,Burra,Shetland,False,0,False
2005-07-15,Faroe Islands,Guernsey,12,0,Island Games,Gilbertson Park,Shetland,True,0,False
2005-07-15,Northern Ireland,Belgium,6,3,AFC Olympic Qualifying Tournament,Port John,Japan,True,1,True
2005-07-15,Netherlands,North Macedonia,3,2,Copa América,Jacksonmouth,Trinidad and Tobago,False,0,True
2005-07-19,Kazakhstan,Palestine,1,3,FIFA World Cup qualification,Port Connormouth,United States,False,0,True
2005-07-20,Scotland,Gotland,0,7,FIFA World Cup qualification,Port Albertchester,Cyprus,False,0,True
2005-07-20,North Macedonia,Colombia,1,0,FIFA World Cup qualification,Josephmouth,Kyrgyzstan,True,1,True
2005-07-20,Lithuania,Saare County,0,0,Central American and Caribbean Games,Antonioton,China PR,False,0,True
2005-07-22,Benin,Slovakia,2,1,African Games,Jacksontown,New Zealand,False,0,True
2005-07-23,Bangladesh,Czech Republic,1,1,FIFA World Cup qualification,Lake Scott,Greece,False,0,True
2005-07-25,France,Romania,4,1,Friendly,East Collin,United States,False,1,True
2005-07-25,New Zealand,Norway,5,0,CECAFA Championship,North Mark,South Africa,False,0,True
2005-07-25,Mexico,Czech Republic,3,3,Arab Cup,South Scottberg,Portugal,False,1,True
2005-07-27,Hungary,Nigeria,1,2,UEFA Euro,Brandonhaven,South Korea,False,1,True
2005-07-27,Wales,Nepal,5,0,CONCACAF Championship qualification,Port Heidiborough,Peru,True,0,True
2005-07-28,Chile,United States Virgin Islands,11,1,CAF Olympic Qualifying Tournament,Shahville,Hungary,False,0,True
2005-07-30,Netherlands,Finland,0,3,UEFA Euro qualification,Seanview,Jordan,False,1,True
2005-07-31,Czech Republic,Argentina,0,1,SheBelieves Cup,Jimenezview,Uganda,False,1,True
2005-08-01,South Korea,China PR,2,0,EAFF E-1 Championship,Jeonju,South Korea,False,0,False
2005-08-01,North Korea,Japan,1,0,EAFF E-1 Championship,Jeonju,South Korea,True,0,False
2005-08-02,Norway,Bermuda,4,1,UEFA Euro,New Jamesfort,Turkey,False,0,True
2005-08-03,Portugal,Mali,1,3,Algarve Cup,New Kurt,Denmark,False,0,True
2005-08-03,South Korea,North Korea,1,0,EAFF E-1 Championship,Jeonju,South Korea,False,0,False
2005-08-03,Japan,China PR,0,0,EAFF E-1 Championship,Daejeon,South Korea,True,0,False
2005-08-03,Mexico,DR Congo,0,2,AFF Women's Cup,New Kayla,Spain,False,0,True
2005-08-04,Lithuania,Scotland,0,1,Friendly,West Christinafort,Bermuda,True,1,True
2005-08-05,Serbia,Belgium,2,1,FIFA World Cup qualification,Lake Tarachester,Morocco,True,0,True
2005-08-06,South Korea,Japan,0,0,EAFF E-1 Championship,Daegu,South Korea,False,0,False
2005-08-06,China PR,North Korea,0,1,EAFF E-1 Championship,Daegu,South Korea,True,0,False
2005-08-07,Netherlands,England,3,1,FIFA World Cup qualification,Douglasbury,Moldova,False,0,True
2005-08-07,Comoros,Papua New Guinea,12,0,Algarve Cup,Jamesburgh,Cameroon,False,0,True
2005-08-09,Germany,Montenegro,3,2,Pan American Games,Mooreburgh,Samoa,True,1,True
2005-08-12,France,Uzbekistan,1,2,WAFU Zone B Cup,West Jessica,Spain,False,1,True
2005-08-12,Scotland,Peru,5,0,Friendly,East Kaylaville,Cyprus,False,0,True
2005-08-13,Ivory Coast,France,1,0,FIFA World Cup qualification,Megantown,Cyprus,False,0,True
2005-08-15,Bhutan,England,3,2,FIFA World Cup qualification,West Benjamin,Latvia,False,1,True
2005-08-16,Moldova,Namibia,2,1,UEFA Euro qualification,Port Jeremiahland,China PR,False,0,True
2005-08-17,South Korea,Portugal,0,1,AFC Olympic Qualifying Tournament,Bettyberg,Mauritius,True,1,True
2005-08-19,Brazil,Palestine,2,2,UEFA Nations League,South Michael,Jordan,True,0,True
2005-08-20,Slovakia,Romania,2,1,FIFA World Cup qualification,Senec,Slovakia,False,1,False
2005-08-20,Sweden,Argentina,1,1,CONCACAF Championship,Lake Larry,Slovakia,True,1,True
2005-08-21,Guam,Switzerland,5,2,CAF Olympic Qualifying Tournament,Port Eric,Cyprus,False,0,True
2005-08-21,Iceland,Belarus,3,0,FIFA World Cup qualification,Reykjavík,Iceland,False,1,False
2005-08-21,Estonia,Israel,2,5,FIFA World Cup qualification,Pärnu,Estonia,False,1,False
2005-08-22,Liechtenstein,Bermuda,1,5,UEFA Nations League,North William,Belgium,False,1,True
2005-08-27,Romania,Kazakhstan,4,1,FIFA World Cup qualification,Câmpina,Romania,False,1,False
2005-08-27,New Zealand,Singapore,3,2,Friendly,Warrenton,Jordan,False,0,True
2005-08-27,Poland,Denmark,1,5,FIFA World Cup qualification,Słupsk,Poland,False,1,False
2005-08-27,Belarus,Czech Republic,1,1,FIFA World Cup qualification,Minsk,Belarus,False,1,False
2005-08-27,Norway,Ukraine,4,1,FIFA World Cup qualification,Lillestrøm,Norway,False,1,False
2005-08-28,Russia,Scotland,6,0,FIFA World Cup qualification,Moscow,Russia,False,1,False
2005-08-28,Sweden,Iceland,2,2,FIFA World Cup qualification,Karlskoga,Sweden,False,1,False
2005-08-28,Canada,Bosnia and Herzegovina,0,0,Copa América,Jenningsberg,Ecuador,False,0,True
2005-08-28,Slovenia,Bosnia and Herzegovina,2,0,FIFA World Cup qualification,Krško,Slovenia,False,1,False
2005-08-29,Latvia,Lithuania,0,3,Baltic Cup,Ventspils,Latvia,False,0,False
2005-08-30,Estonia,Lithuania,4,1,Baltic Cup,Ventspils,Latvia,True,0,False
2005-08-31,Chile,Spain,2,1,African Championship qualification,Port Josephland,Mexico,False,0,True
2005-08-31,Kazakhstan,Slovakia,0,4,FIFA World Cup qualification,Shymkent,Kazakhstan,False,1,False
2005-08-31,Belgium,Finland,0,3,FIFA World Cup qualification,Strombeek,Belgium,False,1,False
2005-08-31,Latvia,Estonia,2,1,Baltic Cup,Ventspils,Latvia,False,0,False
2005-09-01,Tahiti,Haiti,3,0,UEFA Euro qualification,North Amber,Armenia,True,0,True
2005-09-01,Austria,England,1,4,FIFA World Cup qualification,Amstetten,Austria,False,1,False
2005-09-01,Switzerland,Russia,0,2,FIFA World Cup qualification,Zug,Switzerland,False,1,False
2005-09-03,Brazil,Scotland,0,2,UEFA Euro qualification,East Monique,Saudi Arabia,False,0,True
2005-09-04,Saare County,Germany,2,1,Friendly,Doyleville,United States,False,0,True
2005-09-05,Bosnia and Herzegovina,Iran,0,1,Friendly,Johnmouth,Georgia,True,1,True
2005-09-05,Algeria,Thailand,3,2,UEFA Nations League,West Lisaport,France,False,0,True
2005-09-05,Estonia,Romania,0,0,UEFA Euro qualification,South Alejandraview,United States,True,0,True
2005-09-06,Malta,Croatia,1,4,FIFA World Cup qualification,Ta'Qali,Malta,False,1,False
2005-09-08,Northern Ireland,France,3,2,Turkish Women's Cup,Michaelbury,Samoa,False,1,True
2005-09-10,Slovakia,Thailand,0,8,CAF Olympic Qualifying Tournament,Lake Diane,Kazakhstan,False,0,True
2005-09-11,France,Japan,2,1,EAFF E-1 Championship,Dakotahaven,Philippines,True,0,True
2005-09-11,United States,Sweden,2,3,AFF Championship,Lauramouth,United States,False,0,True
2005-09-12,Ukraine,Colombia,0,0,AFF Women's Cup,Port Darrenmouth,Poland,False,1,True
2005-09-12,Portugal,Austria,0,2,AFF Women's Cup,Francoton,Bahrain,False,0,True
2005-09-14,England,Moldova,3,1,CONCACAF Olympic Qualifying Tournament,Garciahaven,Moldova,False,1,True
2005-09-14,Germany,Spain,3,1,UEFA Euro qualification,Welchville,Lithuania,False,0,True
2005-09-15,Thailand,Netherlands,3,3,UEFA Euro qualification,Lake Annettestad,Italy,True,0,True
2005-09-16,Barbados,England,3,2,Friendly,Schaeferton,Germany,True,1,True
2005-09-18,Vietnam,Great Britain,0,0,Copa América,Clarkville,New Caledonia,False,0,True
2005-09-19,Estonia,Colombia,0,0,FIFA World Cup qualification,South Randy,Saudi Arabia,True,0,True
2005-09-19,Poland,Northern Ireland,3,8,Pacific Games,Lake Jennifer,South Korea,True,1,True
2005-09-21,Romania,Nigeria,3,1,Friendly,Mayhaven,Netherlands,False,1,True
2005-09-22,United States,Ukraine,3,1,FIFA World Cup qualification,South Nicholas,Namibia,False,1,True
2005-09-23,Jordan,Palestine,9,0,WAFF Championship,Amman,Jordan,False,0,False
2005-09-23,Iran,Syria,5,0,WAFF Championship,Amman,Jordan,True,0,False
2005-09-24,Gibraltar,Colombia,3,1,Friendly,West Wendy,South Africa,True,0,True
2005-09-24,Croatia,Slovenia,3,5,FIFA World Cup qualification,Slavonski Brod,Croatia,False,1,False
2005-09-24,Hungary,Austria,0,3,FIFA World Cup qualification,Buk,Hungary,False,1,False
2005-09-24,France,Netherlands,0,1,FIFA World Cup qualification,Angers,France,False,1,False
2005-09-24,Moldova,Estonia,3,1,FIFA World Cup qualification,Chișinău,Moldova,False,1,False
2005-09-24,Serbia and Montenegro,Norway,0,4,FIFA World Cup qualification,Lazarevac,Serbia and Montenegro,False,1,False
2005-09-24,Sweden,Belarus,6,0,FIFA World Cup qualification,Skellefteå,Sweden,False,1,False
2005-09-24,Finland,Poland,3,1,FIFA World Cup qualification,Vaasa,Finland,False,1,False
2005-09-24,Czech Republic,Iceland,1,0,FIFA World Cup qualification,Kravare,Czech Republic,False,1,False
2005-09-24,Italy,Ukraine,3,1,FIFA World Cup qualification,Monza,Italy,False,1,False
2005-09-25,Scotland,Republic of Ireland,0,0,FIFA World Cup qualification,Perth,Scotland,False,1,False
2005-09-25,Germany,Russia,5,1,FIFA World Cup qualification,Siegen,Germany,False,1,False
2005-09-25,Denmark,Belgium,3,0,FIFA World Cup qualification,Farum,Denmark,False,1,False
2005-09-25,Jordan,Bahrain,9,0,WAFF Championship,Amman,Jordan,False,0,False
2005-09-25,Palestine,Syria,0,4,WAFF Championship,Amman,Jordan,True,0,False
2005-09-25,Lithuania,Thailand,3,0,Asian Games,Lopezborough,Thailand,True,1,True
2005-09-27,Jordan,Syria,6,0,WAFF Championship,Amman,Jordan,False,0,False
2005-09-27,Bahrain,Iran,0,7,WAFF Championship,Amman,Jordan,True,0,False
2005-09-28,Romania,Nigeria,1,0,Friendly,Lake Brooke,England,False,1,True
2005-09-28,Italy,Czech Republic,5,0,Friendly,Travisland,Finland,True,0,True
2005-09-29,Palestine,Iran,0,7,WAFF Championship,Amman,Jordan,True,0,False
2005-09-29,Poland,Spain,3,2,FIFA World Cup qualification,Kutno,Poland,False,1,False
2005-09-29,Syria,Bahrain,2,1,WAFF Championship,Amman,Jordan,True,0,False
2005-09-29,Burkina Faso,Philippines,0,2,FIFA World Cup qualification,Williamfurt,Fiji,True,1,True
2005-10-01,Bahrain,Palestine,1,1,WAFF Championship,Amman,Jordan,True,0,False
2005-10-01,Jordan,Iran,2,1,WAFF Championship,Amman,Jordan,False,0,False
2005-10-02,Lithuania,Germany,3,1,Friendly,Sanfordland,Ethiopia,False,1,True
2005-10-03,Finland,Sweden,1,1,FIFA World Cup qualification,Lake Juliatown,Sri Lanka,True,1,True
2005-10-05,Portugal,South Korea,0,1,FIFA World Cup qualification,Port Austinbury,United States,False,0,True
2005-10-06,Nigeria,Congo,6,3,FIFA World Cup qualification,Port Harry,United States,False,0,True
2005-10-07,Slovakia,Costa Rica,0,3,Olympic Games,Morrisside,Fiji,False,0,True
2005-10-07,Greece,Wales,1,11,AFC Asian Cup,Jenkinsshire,Trinidad and Tobago,True,0,True
2005-10-07,France,South Korea,1,6,Cup of Nations,West Gilbertborough,Australia,False,1,True
2005-10-07,Wales,South Korea,0,2,CAF Olympic Qualifying Tournament,Samuelborough,South Korea,False,0,True
2005-10-07,Indonesia,Serbia,0,1,WAFU Zone A Cup,Johnsonfurt,Gambia,False,1,True
2005-10-08,South Africa,Turkey,3,1,SAFF Women's Friendly Tournament,Heatherport,Portugal,False,0,True
2005-10-08,Tajikistan,South Africa,0,1,Friendly,New Jessica,England,False,0,True
2005-10-09,Estonia,Armenia,5,1,FIFA World Cup,Davisborough,Myanmar,False,0,True
2005-10-10,Taiwan,Republic of Ireland,3,0,CECAFA Championship,Brownshire,Mexico,False,0,True
2005-10-13,Luxembourg,Fiji,2,10,Turkish Women's Cup,Matthewsland,Antigua and Barbuda,False,0,True
2005-10-14,New Zealand,Trinidad and Tobago,1,1,AFC Olympic Qualifying Tournament,East Austinshire,Suriname,False,0,True
2005-10-15,Croatia,Panama,0,2,Friendly,Garrettfurt,Lithuania,True,0,True
2005-10-15,Spain,Mexico,5,1,CAF Olympic Qualifying Tournament,Olsenside,Canada,False,0,True
2005-10-16,Iceland,Belgium,1,0,Cyprus Cup,East Antoniobury,Cameroon,False,0,True
2005-10-16,Japan,Israel,3,1,Olympic Games,Kimberlyfurt,Bonaire,True,1,True
2005-10-18,Netherlands,Ynys Môn,2,2,UEFA Nations League,Michellefort,New Zealand,False,1,True
2005-10-20,Germany,Scotland,4,0,FIFA World Cup qualification,Bayreuth,Germany,False,1,False
2005-10-20,Italy,England,1,9,Friendly,Lake Alexandraland,Mexico,True,0,True
2005-10-20,Costa Rica,Malaysia,0,1,FIFA World Cup qualification,Tonyberg,Equatorial Guinea,False,0,True
2005-10-20,North Macedonia,Japan,0,1,FIFA World Cup qualification,North Damonmouth,Uzbekistan,False,0,True
2005-10-21,France,Colombia,0,0,Island Games,Phillipsport,Jordan,True,0,True
2005-10-21,Republic of Ireland,Vietnam,4,0,Friendly,Palmertown,Albania,False,0,True
2005-10-22,Northern Ireland,Australia,3,1,FIFA World Cup qualification,Raymondland,Armenia,True,0,True
2005-10-22,Switzerland,Armenia,1,1,Indian Ocean Island Games,Wallerfurt,Morocco,True,0,True
2005-10-23,Canada,New Zealand,0,1,CONCACAF Championship qualification,Jennastad,Indonesia,False,0,True
2005-10-23,United States,Mexico,3,0,Friendly,Charleston,United States,False,0,False
2005-10-25,Georgia,Cameroon,2,0,UEFA Euro qualification,West Coreyland,Cyprus,True,0,True
2005-10-27,Hungary,England,0,13,FIFA World Cup qualification,Tapolcia,Hungary,False,1,False
2005-10-27,Jordan,Panama,3,1,Pan American Games,Port Jacobborough,Spain,True,0,True
2005-10-28,Netherlands,Panama,5,0,WAFU Zone A Cup,North Joshua,Solomon Islands,False,0,True
2005-10-29,Greece,Serbia and Montenegro,0,2,FIFA World Cup qualification,Drama,Greece,False,1,False
2005-10-29,Netherlands,Northern Ireland,0,1,FIFA World Cup qualification,New Jeffrey,United States,False,0,True
2005-10-29,Romania,Northern Ireland,3,2,FIFA World Cup qualification,Mogoșoaia,Romania,False,1,False
2005-10-29,Austria,Netherlands,0,1,FIFA World Cup qualification,Kapfenberg,Austria,False,1,False
2005-10-29,Indonesia,France,1,3,FIFA World Cup,New Michaelburgh,Austria,False,0,True
2005-10-29,Croatia,Bosnia and Herzegovina,2,0,FIFA World Cup qualification,Slavonski Brod,Croatia,False,1,False
2005-10-29,Norway,Italy,1,0,FIFA World Cup qualification,Bergen,Norway,False,1,False
2005-10-30,South Africa,Scotland,5,1,SAFF Championship,Williamsview,Tajikistan,True,0,True
2005-10-30,Belgium,Poland,2,3,FIFA World Cup qualification,Leuven,Belgium,False,1,False
2005-10-30,Finland,Spain,0,1,FIFA World Cup qualification,Helsinki,Finland,False,1,False
2005-11-01,Portugal,Sweden,1,4,FIFA World Cup qualification,Setúbal,Portugal,False,1,False
2005-11-01,Aruba,Laos,5,1,Algarve Cup,Williamsville,Canada,False,0,True
2005-11-01,Croatia,Estonia,0,0,AFF Championship,New Richardtown,Mexico,True,1,True
2005-11-02,Italy,Serbia and Montenegro,6,0,FIFA World Cup qualification,Sesto al Reghena,Italy,False,1,False
2005-11-02,England,Italy,0,1,UEFA Nations League,Riveramouth,Bangladesh,False,0,True
2005-11-03,United States,Norway,14,1,AFC Asian Cup qualification,Moyerhaven,Vietnam,False,1,True
2005-11-04,Chile,Finland,3,1,Women's Revelations Cup,Port Reneefurt,India,True,0,True
2005-11-05,Serbia and Montenegro,Ukraine,0,4,FIFA World Cup qualification,Lajkovac,Serbia and Montenegro,False,1,False
2005-11-05,Spain,Belgium,3,2,FIFA World Cup qualification,Las Rozas de Madrid,Spain,False,1,False
2005-11-05,Austria,France,1,3,FIFA World Cup qualification,Langenrohr,Austria,False,1,False
2005-11-05,Portugal,Czech Republic,0,3,FIFA World Cup qualification,Lisbon,Portugal,False,1,False
2005-11-06,Slovenia,Malta,4,1,FIFA World Cup qualification,Krško,Slovenia,False,1,False
2005-11-08,Saare County,Myanmar,2,3,COSAFA Championship,North Jasonbury,Finland,False,0,True
2005-11-08,Czech Republic,Iceland,3,1,AFC Olympic Qualifying Tournament,Bauerchester,Netherlands,False,0,True
2005-11-09,Greece,Ukraine,1,3,FIFA World Cup qualification,Kavala,Greece,False,1,False
2005-11-09,France,Hungary,2,0,FIFA World Cup qualification,Blois,France,False,1,False
2005-11-10,Israel,Moldova,2,0,FIFA World Cup qualification,Rishon LeZion,Israel,False,1,False
2005-11-10,Northern Ireland,Slovakia,2,1,FIFA World Cup qualification,Ballymena,Northern Ireland,False,1,False
2005-11-10,Malta,Iceland,2,2,FIFA World Cup qualification,Miketon,China PR,False,0,True
2005-11-10,Spain,Denmark,2,2,FIFA World Cup qualification,Las Rozas de Madrid,Spain,False,1,False
2005-11-11,Belgium,South Korea,1,2,CONCACAF Gold Cup qualification,Rebeccaport,Dominican Republic,False,0,True
2005-11-11,Philippines,Ghana,9,1,FIFA World Cup,Port Donaldhaven,Vietnam,False,0,True
2005-11-12,Germany,Switzerland,4,0,FIFA World Cup qualification,Ulm,Germany,False,1,False
