date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,qualifier,stage,is_synthetic,group_id,match_order
2019-10-02,Cuba,Barbados,6.0,1.0,CONCACAF Olympic Qualifying Tournament qualification,Kingston,Jamaica,True,1,qualifier,False,,
2019-10-02,North Macedonia,Kazakhstan,4.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False,1,qualifier,False,,
2019-10-02,Trinidad and Tobago,Antigua and Barbuda,5.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,False,1,qualifier,False,,
2019-10-02,Dominican Republic,Aruba,2.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,True,1,qualifier,False,,
2019-10-02,Saint Lucia,U.S. Virgin Islands,4.0,1.0,CONCACAF Olympic Qualifying Tournament qualification,Kingston,Jamaica,True,1,qualifier,False,,
2019-10-03,Haiti,Suriname,10.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,True,1,qualifier,False,,
2019-10-03,Ivory Coast,Nigeria,0.0,0.0,CAF Olympic Qualifying Tournament,Treichville,Ivory Coast,False,1,qualifier,False,,
2019-10-03,Cameroon,DR Congo,2.0,0.0,CAF Olympic Qualifying Tournament,Yaoundé,Cameroon,False,1,qualifier,False,,
2019-10-04,Panama,Honduras,3.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Panama City,Panama,False,1,qualifier,False,,
2019-10-04,Costa Rica,Nicaragua,2.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Alajuela,Costa Rica,False,1,qualifier,False,,
2019-10-04,France,Iceland,4.0,0.0,Friendly,Nîmes,France,False,0,friendly,False,,
2019-10-04,Belarus,Norway,1.0,7.0,UEFA Euro qualification,Barysaw,Belarus,False,1,qualifier,False,,
2019-10-04,Lithuania,Switzerland,0.0,3.0,UEFA Euro qualification,Šiauliai,Lithuania,False,1,qualifier,False,,
2019-10-04,Hungary,Sweden,0.0,5.0,UEFA Euro qualification,Miskolc,Hungary,False,1,qualifier,False,,
2019-10-04,Antigua and Barbuda,Dominican Republic,0.0,2.0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,True,1,qualifier,False,,
2019-10-04,Albania,Portugal,0.0,1.0,UEFA Euro qualification,Elbasan,Albania,False,1,qualifier,False,,
2019-10-04,Malta,Italy,0.0,2.0,UEFA Euro qualification,Ta' Qali,Malta,False,1,qualifier,False,,
2019-10-04,Denmark,Bosnia and Herzegovina,2.0,0.0,UEFA Euro qualification,Viborg,Denmark,False,1,qualifier,False,,
2019-10-04,Slovenia,Netherlands,2.0,4.0,UEFA Euro qualification,Murska Sobota,Slovenia,False,1,qualifier,False,,
2019-10-04,Turkey,Estonia,0.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,1,qualifier,False,,
2019-10-04,United States,South Korea,2.0,0.0,Friendly,Charlotte,United States,False,0,friendly,False,,
2019-10-04,Latvia,Slovakia,1.0,2.0,UEFA Euro qualification,Liepāja,Latvia,False,1,qualifier,False,,
2019-10-04,Aruba,Saint Kitts and Nevis,1.0,6.0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,True,1,qualifier,False,,
2019-10-04,Spain,Azerbaijan,4.0,0.0,UEFA Euro qualification,A Coruña,Spain,False,1,qualifier,False,,
2019-10-04,Jamaica,Barbados,7.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Kingston,Jamaica,False,1,qualifier,False,,
2019-10-04,Ghana,Kenya,0.0,0.0,CAF Olympic Qualifying Tournament,Accra,Ghana,False,1,qualifier,False,,
2019-10-04,U.S. Virgin Islands,Cuba,0.0,6.0,CONCACAF Olympic Qualifying Tournament qualification,Kingston,Jamaica,True,1,qualifier,False,,
2019-10-05,North Macedonia,Serbia,0.0,6.0,UEFA Euro qualification,Skopje,North Macedonia,False,1,qualifier,False,,
2019-10-05,Germany,Ukraine,8.0,0.0,UEFA Euro qualification,Aachen,Germany,False,1,qualifier,False,,
2019-10-05,England,Brazil,1.0,2.0,Friendly,Middlesbrough,England,False,0,friendly,False,,
2019-10-05,Puerto Rico,Suriname,6.0,1.0,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,False,1,qualifier,False,,
2019-10-06,United States,South Korea,1.0,1.0,Friendly,Chicago,United States,False,0,friendly,False,,
2019-10-06,Japan,Canada,4.0,0.0,Friendly,Shimzu,Japan,False,0,friendly,False,,
2019-10-06,Chile,Uruguay,3.0,0.0,Friendly,Temuco,Chile,False,0,friendly,False,,
2019-10-06,Nicaragua,El Salvador,2.0,1.0,CONCACAF Olympic Qualifying Tournament qualification,Alajuela,Costa Rica,True,1,qualifier,False,,
2019-10-06,Guatemala,Honduras,4.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Panama City,Panama,True,1,qualifier,False,,
2019-10-06,Antigua and Barbuda,Aruba,2.0,1.0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,True,1,qualifier,False,,
2019-10-06,Trinidad and Tobago,Saint Kitts and Nevis,1.0,4.0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,False,1,qualifier,False,,
2019-10-06,U.S. Virgin Islands,Barbados,0.0,4.0,CONCACAF Olympic Qualifying Tournament qualification,Kingston,Jamaica,True,1,qualifier,False,,
2019-10-06,Jamaica,Saint Lucia,11.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Kingston,Jamaica,False,1,qualifier,False,,
2019-10-07,Puerto Rico,Haiti,1.0,2.0,CONCACAF Olympic Qualifying Tournament qualification,Bayamón,Puerto Rico,False,1,qualifier,False,,
2019-10-07,Nigeria,Ivory Coast,1.0,1.0,CAF Olympic Qualifying Tournament,Lagos,Nigeria,False,1,qualifier,False,,
2019-10-08,Botswana,Zambia,0.0,2.0,CAF Olympic Qualifying Tournament,Francistown,Botswana,False,1,qualifier,False,,
2019-10-08,Kenya,Ghana,1.0,0.0,CAF Olympic Qualifying Tournament,Kasarani,Kenya,False,1,qualifier,False,,
2019-10-08,DR Congo,Cameroon,2.0,1.0,CAF Olympic Qualifying Tournament,Kinshasa,DR Congo,False,1,qualifier,False,,
2019-10-08,Jamaica,U.S. Virgin Islands,7.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Kingston,Jamaica,False,1,qualifier,False,,
2019-10-08,Cuba,Saint Lucia,6.0,1.0,CONCACAF Olympic Qualifying Tournament qualification,Kingston,Jamaica,True,1,qualifier,False,,
2019-10-08,Trinidad and Tobago,Dominican Republic,0.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,False,1,qualifier,False,,
2019-10-08,Saint Kitts and Nevis,Antigua and Barbuda,10.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Couva,Trinidad and Tobago,True,1,qualifier,False,,
2019-10-08,Panama,Guatemala,3.0,1.0,CONCACAF Olympic Qualifying Tournament qualification,Panama City,Panama,False,1,qualifier,False,,
2019-10-08,Costa Rica,El Salvador,5.0,0.0,CONCACAF Olympic Qualifying Tournament qualification,Alajuela,Costa Rica,False,1,qualifier,False,,
2019-10-08,Chile,Uruguay,3.0,1.0,Friendly,Rancagua,Chile,False,0,friendly,False,,
2019-10-08,Belarus,Wales,0.0,1.0,UEFA Euro qualification,Barysaw,Belarus,False,1,qualifier,False,,
2019-10-08,Portugal,England,0.0,1.0,Friendly,Setúbal,Portugal,False,0,friendly,False,,
2019-10-08,Faroe Islands,Norway,0.0,13.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,1,qualifier,False,,
2019-10-08,Poland,Brazil,1.0,3.0,Friendly,Kielce,Poland,False,0,friendly,False,,
2019-10-08,Greece,Germany,0.0,5.0,UEFA Euro qualification,Thessaloniki,Greece,False,1,qualifier,False,,
2019-10-08,Netherlands,Russia,2.0,0.0,UEFA Euro qualification,Eindhoven,Netherlands,False,1,qualifier,False,,
2019-10-08,Estonia,Kosovo,1.0,2.0,UEFA Euro qualification,Tartu,Estonia,False,1,qualifier,False,,
2019-10-08,Italy,Bosnia and Herzegovina,2.0,0.0,UEFA Euro qualification,Palermo,Italy,False,1,qualifier,False,,
2019-10-08,Georgia,Denmark,0.0,2.0,UEFA Euro qualification,Tbilisi,Georgia,False,1,qualifier,False,,
2019-10-08,Czech Republic,Spain,1.0,5.0,UEFA Euro qualification,Prague,Czech Republic,False,1,qualifier,False,,
2019-10-08,Sweden,Slovakia,7.0,0.0,UEFA Euro qualification,Gothenburg,Sweden,False,1,qualifier,False,,
2019-10-08,Finland,Albania,8.0,1.0,UEFA Euro qualification,Vaasa,Finland,False,1,qualifier,False,,
2019-10-08,Turkey,Slovenia,1.0,6.0,UEFA Euro qualification,İzmit,Turkey,False,1,qualifier,False,,
2019-10-08,Kazakhstan,France,0.0,3.0,UEFA Euro qualification,Shymkent,Kazakhstan,False,1,qualifier,False,,
2019-10-08,Serbia,Austria,0.0,1.0,UEFA Euro qualification,Niš,Serbia,False,1,qualifier,False,,
2019-10-08,Romania,Belgium,0.0,1.0,UEFA Euro qualification,Cluj-Napoca,Romania,False,1,qualifier,False,,
2019-10-08,Switzerland,Croatia,2.0,0.0,UEFA Euro qualification,Thun,Switzerland,False,1,qualifier,False,,
2019-10-08,Latvia,Iceland,0.0,6.0,UEFA Euro qualification,Liepāja,Latvia,False,1,qualifier,False,,
2019-10-08,Republic of Ireland,Ukraine,3.0,2.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,1,qualifier,False,,
2019-10-22,Argentina,Chile,1.0,1.0,Pan American Games,Viña del Mar,Chile,False,0,group,True,,
2019-10-22,Paraguay,Jamaica,1.0,1.0,Pan American Games,Viña del Mar,Chile,True,0,group,True,,
2019-10-22,Bolivia,Mexico,2.0,0.0,Pan American Games,Viña del Mar,Chile,True,0,group,True,,
2019-10-23,Russia,Haiti,8.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
2019-10-23,Taiwan,Kenya,6.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
2019-10-23,Vietnam,China PR,0.0,6.0,Yongchuan International Tournament,Chongqing,China PR,False,0,group,True,,
2019-10-23,Philippines,Jordan,0.0,4.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
2019-10-24,Jamaica,Paraguay,1.0,0.0,Pan American Games,Viña del Mar,Chile,True,0,group,True,,
2019-10-24,Costa Rica,Mexico,2.0,0.0,Pan American Games,Viña del Mar,Chile,True,0,group,True,,
2019-10-24,Argentina,Bolivia,0.0,3.0,Pan American Games,Viña del Mar,Chile,True,0,group,True,,
2019-10-25,Russia,Philippines,3.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
2019-10-25,Jordan,Taiwan,0.0,3.0,Pink Ladies Cup,Antalya,Turkey,True,0,group,True,,
2019-10-25,Kenya,Haiti,2.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,semi_final,True,,
2019-10-26,Argentina,Chile,2.0,0.0,Pan American Games,Viña del Mar,Chile,False,0,group,True,,
2019-10-26,Paraguay,Costa Rica,0.0,1.0,Pan American Games,Viña del Mar,Chile,True,0,group,True,,
2019-10-26,Bolivia,Jamaica,3.0,0.0,Pan American Games,Viña del Mar,Chile,True,0,group,True,,
2019-10-26,China PR,Vietnam,5.0,0.0,Yongchuan International Tournament,Chongqing,China PR,False,0,final,True,,
2019-10-27,Taiwan,Kenya,1.0,0.0,Pink Ladies Cup,Antalya,Turkey,True,0,semi_final,True,,
2019-10-27,Philippines,Jordan,1.0,2.0,Pink Ladies Cup,Antalya,Turkey,True,0,final,True,,
2019-10-29,Costa Rica,Jamaica,0.0,3.0,Pan American Games,Viña del Mar,Chile,True,0,group,True,,
2019-10-29,Chile,Mexico,6.0,0.0,Pan American Games,Viña del Mar,Chile,False,0,semi_final,True,,
2019-10-29,Paraguay,Argentina,1.0,0.0,Pan American Games,Viña del Mar,Chile,True,0,semi_final,True,,
2019-10-31,Chile,Jamaica,1.0,0.0,Pan American Games,Viña del Mar,Chile,False,0,final,True,,
2019-11-06,Montenegro,Greece,0.0,4.0,UEFA Euro qualification,Podgorica,Montenegro,False,1,qualifier,False,,
2019-11-07,Malta,Israel,1.0,1.0,UEFA Euro qualification,Ta' Qali,Malta,False,1,qualifier,False,,
2019-11-07,Finland,Cyprus,4.0,0.0,UEFA Euro qualification,Helsinki,Finland,False,1,qualifier,False,,
2019-11-07,Brazil,Canada,4.0,0.0,Yongchuan International Tournament,Chongqing,China PR,True,0,group,False,,
2019-11-07,China PR,New Zealand,2.0,0.0,Yongchuan International Tournament,Chongqing,China PR,False,0,group,False,,
2019-11-07,Paraguay,Argentina,1.0,2.0,Friendly,Luque,Paraguay,False,0,friendly,False,,
2019-11-07,Azerbaijan,Czech Republic,0.0,4.0,UEFA Euro qualification,Baku,Azerbaijan,False,1,qualifier,False,,
2019-11-08,Slovakia,Hungary,0.0,0.0,UEFA Euro qualification,Senec,Slovakia,False,1,qualifier,False,,
2019-11-08,Kenya,Zambia,2.0,2.0,CAF Olympic Qualifying Tournament,Kasarani,Kenya,False,1,qualifier,False,,
2019-11-08,United States,Sweden,3.0,2.0,Friendly,Columbus,United States,False,0,friendly,False,,
2019-11-08,Norway,Northern Ireland,6.0,0.0,UEFA Euro qualification,Stavanger,Norway,False,1,qualifier,False,,
2019-11-08,Croatia,Belgium,1.0,4.0,UEFA Euro qualification,Zaprešić,Croatia,False,1,qualifier,False,,
2019-11-08,North Macedonia,Austria,0.0,3.0,UEFA Euro qualification,Skopje,North Macedonia,False,1,qualifier,False,,
2019-11-08,Albania,Scotland,0.0,5.0,UEFA Euro qualification,Elbasan,Albania,False,1,qualifier,False,,
2019-11-08,Italy,Georgia,6.0,0.0,UEFA Euro qualification,Benevento,Italy,False,1,qualifier,False,,
2019-11-08,Turkey,Netherlands,0.0,8.0,UEFA Euro qualification,İzmir,Turkey,False,1,qualifier,False,,
2019-11-08,Romania,Lithuania,3.0,0.0,UEFA Euro qualification,Mogoșoaia,Romania,False,1,qualifier,False,,
2019-11-09,England,Germany,1.0,2.0,Friendly,London,England,False,0,friendly,False,,
2019-11-09,Australia,Chile,2.0,1.0,Friendly,Sydney,Australia,False,0,friendly,False,,
2019-11-09,Argentina,Colombia,1.0,0.0,Friendly,Buenos Aires,Argentina,False,0,friendly,False,,
2019-11-09,Ivory Coast,Cameroon,0.0,0.0,CAF Olympic Qualifying Tournament,Treichville,Ivory Coast,False,1,qualifier,False,,
2019-11-09,France,Serbia,6.0,0.0,UEFA Euro qualification,Bordeaux,France,False,1,qualifier,False,,
2019-11-10,Canada,New Zealand,3.0,0.0,Yongchuan International Tournament,Chongqing,China PR,True,0,group,False,,
2019-11-10,China PR,Brazil,0.0,0.0,Yongchuan International Tournament,Chongqing,China PR,False,0,final,False,,
2019-11-10,Japan,South Africa,2.0,0.0,MS&AD Cup,Kitakyushu,Japan,False,0,final,False,,
2019-11-10,Moldova,Azerbaijan,3.0,1.0,UEFA Euro qualification,Chișinău,Moldova,False,1,qualifier,False,,
2019-11-11,United States,Costa Rica,6.0,0.0,Friendly,Jacksonville,United States,False,0,friendly,False,,
2019-11-11,Zambia,Kenya,1.0,0.0,CAF Olympic Qualifying Tournament,Lusaka,Zambia,False,1,qualifier,False,,
2019-11-12,Australia,Chile,1.0,0.0,Friendly,Adelaide,Australia,False,0,friendly,False,,
2019-11-12,Northern Ireland,Wales,0.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,1,qualifier,False,,
2019-11-12,Greece,Republic of Ireland,1.0,1.0,UEFA Euro qualification,Athens,Greece,False,1,qualifier,False,,
2019-11-12,Belgium,Lithuania,6.0,0.0,UEFA Euro qualification,Leuven,Belgium,False,1,qualifier,False,,
2019-11-12,Switzerland,Romania,6.0,0.0,UEFA Euro qualification,Schaffhausen,Switzerland,False,1,qualifier,False,,
2019-11-12,Austria,Kazakhstan,9.0,0.0,UEFA Euro qualification,Maria Enzersdorf,Austria,False,1,qualifier,False,,
2019-11-12,Hungary,Latvia,4.0,0.0,UEFA Euro qualification,Szombathely,Hungary,False,1,qualifier,False,,
2019-11-12,Portugal,Finland,1.0,1.0,UEFA Euro qualification,Vila Nova de Famalicão,Portugal,False,1,qualifier,False,,
2019-11-12,Poland,Spain,0.0,0.0,UEFA Euro qualification,Lublin,Poland,False,1,qualifier,False,,
2019-11-12,Denmark,Georgia,14.0,0.0,UEFA Euro qualification,Viborg,Denmark,False,1,qualifier,False,,
2019-11-12,Netherlands,Slovenia,4.0,1.0,UEFA Euro qualification,Arnhem,Netherlands,False,1,qualifier,False,,
2019-11-12,Italy,Malta,5.0,0.0,UEFA Euro qualification,Castel di Sangro,Italy,False,1,qualifier,False,,
2019-11-12,Cameroon,Ivory Coast,2.0,1.0,CAF Olympic Qualifying Tournament,Yaoundé,Cameroon,False,1,qualifier,False,,
2019-11-12,Czech Republic,England,2.0,3.0,Friendly,Ceské Budejovice,Czech Republic,False,0,friendly,False,,
2019-11-12,Israel,Bosnia and Herzegovina,1.0,3.0,UEFA Euro qualification,Haifa,Israel,False,1,qualifier,False,,
2019-11-12,Argentina,Colombia,2.0,2.0,Friendly,Buenos Aires,Argentina,False,0,friendly,False,,
2019-11-16,Tanzania,South Sudan,9.0,0.0,CECAFA Championship,Mbagala,Tanzania,False,0,group,False,,
2019-11-16,Burundi,Zanzibar,5.0,0.0,CECAFA Championship,Mbagala,Tanzania,True,0,group,False,,
2019-11-17,Uganda,Djibouti,13.0,0.0,CECAFA Championship,Mbagala,Tanzania,True,0,group,False,,
2019-11-17,Ethiopia,Kenya,0.0,2.0,CECAFA Championship,Mbagala,Tanzania,True,0,group,False,,
2019-11-18,Tanzania,Burundi,4.0,0.0,CECAFA Championship,Mbagala,Tanzania,False,0,group,False,,
2019-11-18,South Sudan,Zanzibar,5.0,0.0,CECAFA Championship,Mbagala,Tanzania,True,0,group,False,,
2019-11-19,Kenya,Djibouti,12.0,0.0,CECAFA Championship,Mbagala,Tanzania,True,0,group,False,,
2019-11-19,Uganda,Ethiopia,1.0,0.0,CECAFA Championship,Mbagala,Tanzania,True,0,group,False,,
2019-11-20,Tanzania,Zanzibar,7.0,0.0,CECAFA Championship,Mbagala,Tanzania,False,0,group,False,,
2019-11-20,South Sudan,Burundi,0.0,3.0,CECAFA Championship,Mbagala,Tanzania,True,0,group,False,,
2019-11-21,Djibouti,Ethiopia,0.0,8.0,CECAFA Championship,Dar es Salaam,Tanzania,True,0,group,False,,
2019-11-21,Kenya,Uganda,3.0,0.0,CECAFA Championship,Dar es Salaam,Tanzania,True,0,group,False,,
2019-11-23,Kenya,Burundi,5.0,0.0,CECAFA Championship,Dar es Salaam,Tanzania,True,0,group,False,,
2019-11-23,Tanzania,Uganda,1.0,0.0,CECAFA Championship,Dar es Salaam,Tanzania,False,0,group,False,,
2019-11-23,Indonesia,Timor-Leste,0.0,1.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
2019-11-23,Cambodia,Malaysia,0.0,1.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
2019-11-23,Laos,Singapore,0.0,6.0,AFF Women's Cup,Vientiane,Laos,False,0,group,True,,
2019-11-25,Tanzania,Kenya,0.0,2.0,CECAFA Championship,Dar es Salaam,Tanzania,False,0,final,False,,
2019-11-25,Burundi,Uganda,0.0,2.0,CECAFA Championship,Dar es Salaam,Tanzania,True,0,group,False,,
2019-11-25,Venezuela,India,0.0,2.0,International Tournament,Manaus,Brazil,True,0,group,True,,
2019-11-25,Brazil,Chile,1.0,0.0,International Tournament,Manaus,Brazil,False,0,semi_final,True,,
2019-11-26,Vietnam,Thailand,1.0,1.0,Southeast Asian Games,Biñan,Philippines,True,0,group,False,,
2019-11-26,Philippines,Myanmar,0.0,0.0,Southeast Asian Games,Biñan,Philippines,False,0,group,False,,
2019-11-26,Cambodia,Laos,0.0,1.0,AFF Women's Cup,Vientiane,Laos,False,0,group,True,,
2019-11-26,Malaysia,Indonesia,0.0,1.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
2019-11-26,Singapore,Timor-Leste,1.0,0.0,AFF Women's Cup,Vientiane,Laos,True,0,group,True,,
2019-11-28,Laos,Malaysia,1.0,1.0,AFF Women's Cup,Vientiane,Laos,False,0,group,True,,
2019-11-28,Cambodia,Timor-Leste,0.0,2.0,AFF Women's Cup,Vientiane,Laos,True,0,semi_final,True,,
2019-11-28,Indonesia,Singapore,2.0,0.0,AFF Women's Cup,Vientiane,Laos,True,0,semi_final,True,,
2019-11-29,Venezuela,Chile,0.0,1.0,International Tournament,Manaus,Brazil,True,0,semi_final,True,,
2019-11-29,India,Brazil,2.0,0.0,International Tournament,Manaus,Brazil,False,0,final,True,,
2019-11-29,Philippines,Malaysia,5.0,0.0,Southeast Asian Games,Biñan,Philippines,False,0,group,False,,
2019-11-29,Indonesia,Vietnam,0.0,6.0,Southeast Asian Games,Biñan,Philippines,True,0,group,False,,
2019-11-30,Cambodia,Timor-Leste,2.0,1.0,AFF Women's Cup,Vientiane,Laos,True,0,final,True,,
2019-12-02,Myanmar,Malaysia,5.0,0.0,Southeast Asian Games,Biñan,Philippines,True,0,group,False,,
2019-12-02,Thailand,Indonesia,5.0,1.0,Southeast Asian Games,Manila,Philippines,True,0,group,False,,
2019-12-03,India,Maldives,5.0,0.0,South Asian Games,Pokhara,Nepal,True,0,group,False,,
2019-12-03,Nepal,Sri Lanka,1.0,0.0,South Asian Games,Pokhara,Nepal,False,0,group,False,,
2019-12-05,Nepal,Maldives,3.0,0.0,South Asian Games,Pokhara,Nepal,False,0,group,False,,
2019-12-05,Sri Lanka,India,0.0,6.0,South Asian Games,Pokhara,Nepal,True,0,group,False,,
2019-12-05,Philippines,Vietnam,0.0,2.0,Southeast Asian Games,Biñan,Philippines,False,0,group,False,,
2019-12-05,Myanmar,Thailand,0.0,1.0,Southeast Asian Games,Manila,Philippines,True,0,group,False,,
2019-12-07,Nepal,India,0.0,1.0,South Asian Games,Pokhara,Nepal,False,0,group,False,,
2019-12-07,Maldives,Sri Lanka,2.0,1.0,South Asian Games,Pokhara,Nepal,True,0,group,False,,
2019-12-08,Philippines,Myanmar,1.0,2.0,Southeast Asian Games,Manila,Philippines,False,0,group,False,,
2019-12-08,Thailand,Vietnam,0.0,1.0,Southeast Asian Games,Manila,Philippines,True,0,final,False,,
2019-12-09,Nepal,India,0.0,2.0,South Asian Games,Pokhara,Nepal,False,0,final,False,,
2019-12-10,South Korea,China PR,0.0,0.0,EAFF E-1 Championship,Busan,South Korea,False,0,group,False,,
2019-12-11,Taiwan,Japan,0.0,9.0,EAFF E-1 Championship,Busan,South Korea,True,0,group,False,,
2019-12-13,Brazil,Mexico,6.0,0.0,Friendly,Sao Paulo,Brazil,False,0,friendly,False,,
2019-12-14,China PR,Japan,0.0,3.0,EAFF E-1 Championship,Busan,South Korea,True,0,group,False,,
2019-12-15,Brazil,Mexico,4.0,0.0,Friendly,Sao Paulo,Brazil,False,0,friendly,False,,
2019-12-15,South Korea,Taiwan,3.0,0.0,EAFF E-1 Championship,Busan,South Korea,False,0,group,False,,
2019-12-17,Taiwan,China PR,0.0,1.0,EAFF E-1 Championship,Busan,South Korea,True,0,group,False,,
2019-12-17,South Korea,Japan,0.0,1.0,EAFF E-1 Championship,Busan,South Korea,False,0,final,False,,
2020-01-20,Sierra Leone,Guinea,0.0,4.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,,
2020-01-20,Cape Verde,Gambia,1.0,1.0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,group,True,,
2020-01-20,Senegal,Guinea-Bissau,1.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,,
2020-01-22,Mauritania,Cape Verde,0.0,3.0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,group,True,,
2020-01-22,Guinea-Bissau,Senegal,0.0,4.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,,
2020-01-22,Gambia,Guinea,0.0,5.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,,
2020-01-24,Cape Verde,Gambia,2.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,group,True,,
2020-01-24,Senegal,Mauritania,0.0,2.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,,
2020-01-24,Sierra Leone,Guinea-Bissau,0.0,1.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,,
2020-01-26,Gambia,Sierra Leone,3.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,group,True,,
2020-01-26,Mauritania,Guinea-Bissau,0.0,1.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,semi_final,True,,
2020-01-26,Senegal,Cape Verde,8.0,0.0,WAFU Zone A Cup,Espargos,Cape Verde,False,0,semi_final,True,,
2020-01-28,Gambia,Sierra Leone,2.0,1.0,WAFU Zone A Cup,Espargos,Cape Verde,True,0,final,True,,
2020-01-28,United States,Haiti,4.0,0.0,CONCACAF Olympic Qualifying Tournament,Houston,United States,False,1,qualifier,False,,
2020-01-28,Costa Rica,Panama,6.0,1.0,CONCACAF Olympic Qualifying Tournament,Houston,United States,True,1,qualifier,False,,
2020-01-29,Mexico,Jamaica,1.0,0.0,CONCACAF Olympic Qualifying Tournament,Edinburg,United States,True,1,qualifier,False,,
2020-01-29,Canada,Saint Kitts and Nevis,11.0,0.0,CONCACAF Olympic Qualifying Tournament,Edinburg,United States,True,1,qualifier,False,,
2020-01-31,Haiti,Costa Rica,0.0,2.0,CONCACAF Olympic Qualifying Tournament,Houston,United States,True,1,qualifier,False,,
2020-01-31,United States,Panama,8.0,0.0,CONCACAF Olympic Qualifying Tournament,Houston,United States,False,1,qualifier,False,,
2020-02-01,Saint Kitts and Nevis,Mexico,0.0,6.0,CONCACAF Olympic Qualifying Tournament,Edinburg,United States,True,1,qualifier,False,,
2020-02-01,Jamaica,Canada,0.0,9.0,CONCACAF Olympic Qualifying Tournament,Edinburg,United States,True,1,qualifier,False,,
2020-02-03,United States,Costa Rica,6.0,0.0,CONCACAF Olympic Qualifying Tournament,Houston,United States,False,1,qualifier,False,,
2020-02-03,South Korea,Myanmar,7.0,0.0,AFC Olympic Qualifying Tournament,Seogwipo,South Korea,False,1,qualifier,False,,
2020-02-03,Thailand,Taiwan,0.0,1.0,AFC Olympic Qualifying Tournament,Sydney,Australia,True,1,qualifier,False,,
2020-02-03,Panama,Haiti,0.0,6.0,CONCACAF Olympic Qualifying Tournament,Houston,United States,True,1,qualifier,False,,
2020-02-04,Canada,Mexico,2.0,0.0,CONCACAF Olympic Qualifying Tournament,Edinburg,United States,True,1,qualifier,False,,
2020-02-04,Jamaica,Saint Kitts and Nevis,7.0,0.0,CONCACAF Olympic Qualifying Tournament,Edinburg,United States,True,1,qualifier,False,,
2020-02-06,Vietnam,Myanmar,1.0,0.0,AFC Olympic Qualifying Tournament,Seogwipo,South Korea,True,1,qualifier,False,,
2020-02-07,United States,Mexico,4.0,0.0,CONCACAF Olympic Qualifying Tournament,Carson,United States,False,1,qualifier,False,,
2020-02-07,China PR,Thailand,6.0,1.0,AFC Olympic Qualifying Tournament,Sydney,Australia,True,1,qualifier,False,,
2020-02-07,Canada,Costa Rica,1.0,0.0,CONCACAF Olympic Qualifying Tournament,Carson,United States,True,1,qualifier,False,,
2020-02-07,Australia,Taiwan,7.0,0.0,AFC Olympic Qualifying Tournament,Sydney,Australia,False,1,qualifier,False,,
2020-02-09,United States,Canada,3.0,0.0,CONCACAF Olympic Qualifying Tournament,Carson,United States,False,1,qualifier,False,,
2020-02-09,South Korea,Vietnam,3.0,0.0,AFC Olympic Qualifying Tournament,Seogwipo,South Korea,False,1,qualifier,False,,
