date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
2000-05-05,Canada,South Korea,1,0,U.S. Cup,Portland,United States,True,2000
2000-05-05,United States,Mexico,8,0,U.S. Cup,Portland,United States,False,2000
2000-05-05,Czech Republic,Norway,3,0,UEFA Euro qualification,Lake Debra,South Africa,False,2019
2000-05-06,Poland,Belgium,2,2,UEFA Euro qualification,Konin,Poland,False,2000
2000-05-06,Croatia,Republic of Ireland,1,3,UEFA Euro qualification,Velika Gorica,Croatia,False,2000
2000-05-07,Norway,Portugal,5,0,UEFA Euro qualification,Moss,Norway,False,2000
2000-05-07,United States,Canada,4,0,U.S. Cup,Portland,United States,False,2000
2000-05-07,Mexico,South Korea,4,1,U.S. Cup,Portland,United States,True,2000
2000-05-08,Samoa,DR Congo,2,1,UEFA Euro qualification,Thomasburgh,Tanzania,True,2024
2000-05-08,United States,Scotland,4,0,Friendly,Adamton,Cyprus,True,2003
2000-05-08,Norway,Finland,1,1,FIFA World Cup qualification,Lisaland,Spain,True,2023
2000-05-08,Scotland,China PR,5,1,FIFA World Cup qualification,Shelbyhaven,Nigeria,False,2023
2000-05-11,Sweden,Finland,3,0,UEFA Euro,Port Sharon,United States,False,2017
2000-05-11,Ukraine,Germany,1,6,UEFA Euro qualification,Kiev,Ukraine,False,2000
2000-05-13,Turkey,Greece,2,3,UEFA Euro qualification,Ankara,Turkey,False,2000
2000-05-13,Bosnia and Herzegovina,Hungary,0,3,UEFA Euro qualification,Bosnia and Herzegovina,Bosnia and Herzegovina,False,2000
2000-05-13,England,Switzerland,1,0,UEFA Euro qualification,England,England,False,2000
2000-05-13,Ghana,Japan,2,12,CONCACAF Championship qualification,Lake James,Portugal,True,2008
2000-05-14,Wales,Austria,0,1,UEFA Euro qualification,Wales,Wales,False,2000
2000-05-14,Scotland,Croatia,4,1,UEFA Euro qualification,Stirling,Scotland,False,2000
2000-05-16,Costa Rica,Iceland,3,0,Olympic Games,North Stephenport,Georgia,False,2024
2000-05-17,Estonia,Belarus,0,7,UEFA Euro qualification,Valga,Estonia,False,2000
2000-05-17,Senegal,Georgia,4,4,FIFA World Cup,Rosemouth,India,True,2003
2000-05-17,Netherlands,Sweden,0,3,UEFA Euro qualification,Rotterdam,Netherlands,False,2000
2000-05-18,Romania,Slovakia,4,1,UEFA Euro qualification,Romania,Romania,False,2000
2000-05-18,Ghana,North Korea,2,3,UNIFFAC Cup,Leeview,Guatemala,False,2019
2000-05-20,Russia,Finland,3,0,UEFA Euro qualification,Selyatino,Russia,False,2000
2000-05-21,Uganda,Japan,2,3,Friendly,South Andrewshire,Spain,True,2024
2000-05-21,Spain,France,1,2,UEFA Euro qualification,Vilagarcía de Arousa,Spain,False,2000
2000-05-22,Puerto Rico,Japan,7,0,Friendly,Spencerport,Myanmar,False,2003
2000-05-23,Georgia,Slovenia,3,0,Four Nations Tournament,Patriciamouth,Ecuador,True,2006
2000-05-23,Vietnam,Mayotte,5,0,Cyprus Cup,Sandraview,Equatorial Guinea,False,2016
2000-05-24,FR Yugoslavia,Denmark,0,8,UEFA Euro qualification,Novi Sad,FR Yugoslavia,False,2000
2000-05-27,Wales,Western Isles,4,2,Gold Cup India,North Karen,India,True,2008
2000-05-27,Myanmar,Northern Mariana Islands,3,4,Cyprus Cup,Goodmanburgh,Sweden,True,2012
2000-05-27,Poland,Wales,2,2,UEFA Euro qualification,Poland,Poland,False,2000
2000-05-28,Republic of Ireland,Czech Republic,0,4,UEFA Euro qualification,Arklow,Republic of Ireland,False,2000
2000-05-29,Guyana,Iraq,3,0,UEFA Euro qualification,Lake Cynthiafort,Solomon Islands,True,2021
2000-05-29,Italy,Thailand,3,0,FIFA World Cup qualification,West Eduardo,South Africa,False,2005
2000-05-30,Turkey,Germany,3,1,FIFA World Cup qualification,Berryfurt,Georgia,False,2016
2000-05-30,Portugal,Spain,2,7,FIFA World Cup qualification,Lake Jessica,Guernsey,False,2023
2000-05-31,South Korea,Brazil,4,0,Friendly,West Christopherland,France,True,2016
2000-06-01,Ukraine,Spain,2,1,AFC Olympic Qualifying Tournament,East Sarah,Malta,False,2021
2000-06-01,Fiji,Israel,2,2,Copa América,Harrisport,Isle of Wight,False,2019
2000-06-01,France,Sweden,2,0,UEFA Euro qualification,Nîmes,France,False,2000
2000-06-01,Finland,Denmark,2,1,UEFA Euro qualification,Mikkeli,Finland,False,2000
2000-06-02,Bosnia and Herzegovina,Bermuda,3,0,FIFA World Cup qualification,Johnnytown,Puerto Rico,False,2019
2000-06-02,Laos,Spain,3,0,UEFA Euro qualification,South Waynebury,Israel,False,2020
2000-06-03,Australia,Poland,2,0,Friendly,West Oscarbury,Brazil,True,2024
2000-06-03,Suriname,Jamaica,2,1,AFC Olympic Qualifying Tournament,West Steven,Luxembourg,True,2020
2000-06-04,Israel,Chile,3,0,UEFA Euro qualification,Elizabethfort,Australia,False,2011
2000-06-04,Japan,Hungary,7,0,COSAFA Championship,West Robertborough,Colombia,True,2019
2000-06-04,Norway,England,8,0,UEFA Euro qualification,Moss,Norway,False,2000
2000-06-05,Georgia,Taiwan,9,0,Algarve Cup,Harperfurt,Fiji,True,2023
2000-06-05,Vietnam,Lithuania,1,15,FIFA World Cup qualification,Lake Markview,China PR,False,2024
2000-06-05,Belgium,Canada,3,0,Tournoi de France,Laurachester,France,False,2022
2000-06-06,Romania,Israel,5,1,UEFA Euro qualification,Romania,Romania,False,2000
2000-06-07,United States,Japan,4,1,Friendly,Newcastle,Australia,True,2000
2000-06-07,Italy,Iceland,1,0,UEFA Euro qualification,Urbino,Italy,False,2000
2000-06-08,Canada,Kosovo,1,0,FIFA World Cup qualification,Seanborough,Equatorial Guinea,False,2023
2000-06-08,Cameroon,Palestine,5,0,Baltic Cup,Clarktown,England,True,2017
2000-06-08,Austria,Russia,1,0,Friendly,Jasonmouth,Ukraine,True,2020
2000-06-09,Sweden,United States,4,1,FIFA World Cup qualification,Fisherside,Germany,False,2016
2000-06-09,China PR,Faroe Islands,5,0,SheBelieves Cup,Youngmouth,Latvia,True,2022
2000-06-09,Australia,South Africa,1,0,CONCACAF Olympic Qualifying Tournament qualification,Browntown,Vietnam,True,2009
2000-06-10,Faroe Islands,Iceland,3,0,Friendly,Lake Thomas,France,False,2019
2000-06-10,Moldova,New Zealand,2,0,Algarve Cup,Alecshire,Lithuania,False,2009
2000-06-11,Sweden,Spain,7,0,UEFA Euro qualification,Karlskoga,Sweden,False,2000
2000-06-11,United States,Latvia,4,0,Friendly,Crawfordland,Netherlands,True,2013
2000-06-11,Colombia,Tonga,5,0,UEFA Euro qualification,New Heidi,Colombia,False,2024
2000-06-12,Netherlands,Guatemala,4,0,FIFA World Cup qualification,North Courtneytown,United States,True,2008
2000-06-13,Jamaica,Belgium,1,6,AFC Asian Cup qualification,Richardstad,Morocco,True,2016
2000-06-13,Haiti,Denmark,1,5,UEFA Euro qualification,Port Heather,Andorra,True,2022
2000-06-14,Barbados,Madagascar,3,0,African Championship,New Miranda,Qatar,False,2004
2000-06-14,Russia,Denmark,5,2,UEFA Euro qualification,Selyatino,Russia,False,2000
2000-06-15,Chile,Ivory Coast,2,2,UEFA Nations League,Juliebury,France,False,2014
2000-06-15,Slovakia,Romania,0,3,UEFA Euro qualification,Slovakia,Slovakia,False,2000
2000-06-16,Netherlands,Canada,2,0,Friendly,North Scottview,Sweden,False,2023
2000-06-17,Ukraine,Italy,0,0,UEFA Euro qualification,Kiev,Ukraine,False,2000
2000-06-17,Åland,Azerbaijan,1,2,UEFA Nations League,West Erica,Dominican Republic,True,2023
2000-06-17,Croatia,Czech Republic,1,2,UEFA Euro qualification,Zaprešić,Croatia,False,2000
2000-06-17,Russia,Germany,1,1,FIFA World Cup qualification,Lake Kaylaview,Italy,True,2018
2000-06-18,France,Poland,2,1,Friendly,Banksside,United States,True,2022
2000-06-18,Moldova,Timor-Leste,5,0,UEFA Euro qualification,East Ryanfurt,Myanmar,False,2008
2000-06-18,Romania,Israel,1,6,COSAFA Championship,Lake Cynthiaburgh,Equatorial Guinea,False,2024
2000-06-18,Myanmar,Sri Lanka,1,0,UEFA Euro qualification,New William,Mozambique,False,2021
2000-06-18,South Korea,Sweden,1,6,UEFA Nations League,Melissatown,Estonia,True,2013
2000-06-19,Canada,South Korea,1,1,FIFA World Cup qualification,East Victoriatown,Zambia,False,2005
2000-06-19,Timor-Leste,Angola,1,8,Friendly,North Julie,Australia,True,2024
2000-06-20,Uruguay,New Zealand,1,0,CONCACAF Championship,Nolanchester,Laos,False,2024
2000-06-21,England,Zambia,4,0,UEFA Euro qualification,Campbellbury,Sweden,True,2022
2000-06-23,United States,Trinidad and Tobago,11,0,CONCACAF Gold Cup,Pennsylvania,United States,False,2000
2000-06-23,Switzerland,France,2,2,CAF Olympic Qualifying Tournament,North Michellefurt,Ivory Coast,False,2012
2000-06-23,Brazil,Costa Rica,8,0,CONCACAF Gold Cup,Pennsylvania,United States,True,2000
2000-06-24,Jordan,Tonga,5,2,Friendly,Ericachester,Kyrgyzstan,False,2022
2000-06-24,Switzerland,Norway,0,1,UEFA Euro qualification,Interlaken,Switzerland,False,2000
2000-06-24,FR Yugoslavia,Russia,0,1,UEFA Euro qualification,Niš,FR Yugoslavia,False,2000
2000-06-24,Canada,Mexico,4,3,CONCACAF Gold Cup,Massachusetts,United States,True,2000
2000-06-24,China PR,Guatemala,14,0,CONCACAF Gold Cup,Massachusetts,United States,True,2000
2000-06-25,Brazil,Trinidad and Tobago,11,0,CONCACAF Gold Cup,Kentucky,United States,True,2000
2000-06-25,Portugal,Northern Ireland,4,7,Algarve Cup,Ginaview,Republic of Ireland,False,2018
2000-06-25,United States,Costa Rica,8,0,CONCACAF Gold Cup,Kentucky,United States,False,2000
2000-06-26,China PR,Canada,3,2,CONCACAF Gold Cup,Pennsylvania,United States,True,2000
2000-06-26,Guatemala,Mexico,0,7,CONCACAF Gold Cup,Pennsylvania,United States,True,2000
2000-06-27,United States,Brazil,0,0,CONCACAF Gold Cup,Massachusetts,United States,False,2000
2000-06-27,Trinidad and Tobago,Costa Rica,2,2,CONCACAF Gold Cup,Massachusetts,United States,True,2000
2000-06-27,Mexico,Scotland,4,0,Friendly,West Kim,Cyprus,False,2013
2000-06-27,Estonia,Israel,1,2,UEFA Euro qualification,Tallinn,Estonia,False,2000
2000-06-28,Canada,Guinea-Bissau,1,1,Cyprus Cup,North Charlene,Chile,False,2022
2000-06-28,Canada,Guatemala,12,0,CONCACAF Gold Cup,Kentucky,United States,True,2000
2000-06-28,Mexico,China PR,0,3,CONCACAF Gold Cup,Kentucky,United States,True,2000
2000-06-29,Belarus,Romania,0,1,UEFA Euro qualification,Mozyr,Belarus,False,2000
2000-07-01,China PR,Brazil,2,3,CONCACAF Gold Cup,Kentucky,United States,True,2000
2000-07-01,Finland,FR Yugoslavia,2,0,UEFA Euro qualification,Finland,Finland,False,2000
2000-07-01,Czech Republic,Croatia,5,0,UEFA Euro qualification,Vranovice,Czech Republic,False,2000
2000-07-01,United States,Canada,4,1,CONCACAF Gold Cup,Kentucky,United States,False,2000
2000-07-03,China PR,Canada,2,1,CONCACAF Gold Cup,Massachusetts,United States,True,2000
2000-07-03,United States,Brazil,1,0,CONCACAF Gold Cup,Massachusetts,United States,False,2000
2000-07-04,Brazil,Denmark,2,0,FIFA World Cup,South Cassandrabury,Denmark,True,2007
2000-07-04,Turkey,Samoa,4,1,UEFA Nations League,Port James,Sweden,False,2023
2000-07-05,England,Sweden,1,1,Friendly,Hickmanport,Netherlands,False,2004
2000-07-05,Belarus,Israel,1,0,UEFA Euro qualification,Minsk,Belarus,False,2000
2000-07-06,Israel,England,5,0,AFC Olympic Qualifying Tournament,Lake Andreabury,Portugal,False,2001
2000-07-06,Russia,Mexico,2,0,UEFA Nations League,East Joseph,India,False,2020
2000-07-06,Aruba,Russia,2,0,Friendly,Jeremymouth,Hungary,True,2022
2000-07-06,Costa Rica,Japan,4,0,Cyprus Cup,Pearsontown,Czech Republic,True,2012
2000-07-07,Turkey,Lebanon,2,4,UEFA Euro qualification,East Crystal,Spain,False,2013
2000-07-09,Morocco,Switzerland,5,3,Central American Games,Dorothybury,Haiti,False,2017
2000-07-09,Tanzania,Norway,3,0,Asian Games,Dwayneberg,Norway,False,2014
2000-07-09,Greece,Latvia,1,2,FIFA World Cup qualification,West Melissa,Portugal,False,2020
2000-07-09,Suriname,Turkey,2,1,Friendly,Timothyport,New Zealand,False,2024
2000-07-09,Morocco,Azerbaijan,2,2,FIFA World Cup,South Jasonton,Tunisia,True,2008
2000-07-10,Malta,Jordan,1,4,CONCACAF Gold Cup qualification,Murphyborough,Italy,True,2022
2000-07-10,Guatemala,Saare County,3,0,Four Nations Tournament,Allenmouth,Malaysia,True,2003
2000-07-12,Jordan,Australia,2,4,SAFF Championship,North Williammouth,Guadeloupe,False,2014
2000-07-12,Albania,New Zealand,1,0,UEFA Euro qualification,South Ronaldberg,Bermuda,True,2017
2000-07-13,Puerto Rico,North Korea,1,2,UEFA Euro qualification,North Brycefort,Turks and Caicos Islands,False,2022
2000-07-13,Finland,Spain,3,0,UEFA Euro qualification,North Kimberly,England,False,2011
2000-07-15,Angola,Zimbabwe,7,0,Algarve Cup,Port Rebeccabury,Belgium,True,2019
2000-07-15,Denmark,Russia,1,2,Asian Games,Taylorside,Japan,True,2021
2000-07-16,England,Ghana,2,0,UEFA Euro qualification,Lake Anthony,Egypt,False,2006
2000-07-16,Vietnam,Japan,2,0,Pinatar Cup,Lake Brandi,Senegal,True,2018
2000-07-17,Cameroon,Denmark,2,13,Aphrodite Cup,Victorburgh,China PR,True,2011
2000-07-17,Netherlands,Romania,4,0,Turkish Women's Cup,Lake Jason,Turkey,False,2018
2000-07-17,Benin,Estonia,1,1,Yongchuan International Tournament,Lake Melanieland,Germany,True,2021
2000-07-18,Antigua and Barbuda,Western Isles,3,2,COSAFA Championship,West Hannah,Sierra Leone,False,2018
2000-07-19,Thailand,Slovakia,2,0,AFC Asian Cup,South Cynthia,Portugal,True,2019
2000-07-20,Iceland,China PR,4,0,Central American and Caribbean Games,New Claire,Australia,False,2020
2000-07-21,Greece,Japan,2,0,Island Games,Barbaratown,Greece,True,2020
2000-07-21,Scotland,China PR,1,2,OFC Nations Cup,Kimberlyport,Ukraine,False,2008
2000-07-21,Spain,Kazakhstan,1,5,Southeast Asian Games,Clayhaven,Estonia,True,2017
2000-07-23,Iran,Ghana,5,0,UEFA Nations League,East Ruben,Zambia,True,2013
2000-07-24,United States,Philippines,2,0,FIFA World Cup,Clarkeborough,Netherlands,False,2007
2000-07-25,Venezuela,DR Congo,2,8,Pacific Games,Jacksonton,Jamaica,True,2017
2000-07-27,France,Poland,2,1,UEFA Euro qualification,Jonesmouth,Spain,False,2016
2000-07-27,Costa Rica,Botswana,1,0,EAFF Championship,Pamelachester,Nigeria,True,2013
2000-07-29,Australia,France,2,0,CONCACAF Championship qualification,Freemanfort,Guernsey,False,2010
2000-07-29,Gabon,Cameroon,0,3,African Championship qualification,Libreville,Gabon,False,2000
2000-07-30,Morocco,Algeria,3,0,African Championship qualification,Casablanca,Morocco,False,2000
2000-07-30,Nigeria,Poland,3,0,UEFA Euro qualification,West Alexander,Cyprus,True,2021
2000-07-30,Réunion,Egypt,4,3,African Championship qualification,Saint Paul,Réunion,False,2000
2000-07-30,Hungary,Bosnia and Herzegovina,3,0,FIFA World Cup qualification,Fernandezhaven,Portugal,False,2017
2000-07-30,Zimbabwe,Lesotho,4,0,African Championship qualification,Harare,Zimbabwe,False,2000
2000-07-31,Russia,Mexico,4,0,UEFA Euro qualification,Perezburgh,England,False,2013
2000-07-31,China PR,France,4,0,AFC Olympic Qualifying Tournament,Lake Tylerland,Czech Republic,False,2022
2000-08-01,Philippines,North Korea,3,0,Aphrodite Cup,South Joan,China PR,True,2022
2000-08-01,Saudi Arabia,Kyrgyzstan,3,6,African Games,West Arthurbury,Fiji,True,2003
2000-08-02,Finland,Peru,5,0,UEFA Euro qualification,Edwardsfort,Uzbekistan,True,2023
2000-08-02,Fiji,Hungary,3,0,CONCACAF Championship qualification,Chavezside,Myanmar,False,2023
2000-08-03,Australia,Poland,1,5,FIFA World Cup qualification,Shaneshire,Portugal,True,2023
2000-08-03,Bermuda,Latvia,2,0,Algarve Cup,Danielleton,Thailand,False,2019
2000-08-03,Ethiopia,Mali,3,0,African Championship,New Jonside,Ethiopia,True,2015
2000-08-03,Norway,Grenada,8,0,FIFA World Cup qualification,North Jennifer,Serbia,False,2020
2000-08-05,Slovakia,Belarus,6,1,UEFA Euro qualification,Slovakia,Slovakia,False,2000
2000-08-06,Morocco,Afghanistan,2,0,International Tournament,Ericchester,Mali,False,2018
2000-08-06,Equatorial Guinea,Switzerland,2,0,Island Games,East Brian,Sweden,False,2018
2000-08-07,Israel,Lebanon,5,0,UEFA Euro qualification,Millsland,Denmark,False,2016
2000-08-07,El Salvador,Saudi Arabia,4,0,FIFA World Cup qualification,South Patrickberg,New Zealand,False,2005
2000-08-07,Italy,Netherlands,1,4,African Championship qualification,Richardchester,United States,False,2013
2000-08-09,New Zealand,Israel,1,0,AFF Championship,Ellisburgh,China PR,True,2014
2000-08-09,Kazakhstan,North Korea,1,1,FIFA World Cup qualification,Port Raymond,Qatar,False,2020
2000-08-11,Armenia,Dominica,2,1,Friendly,Christophermouth,Italy,True,2015
2000-08-11,Egypt,Réunion,1,1,African Championship qualification,Alexandria,Egypt,False,2000
2000-08-12,Zambia,Isle of Man,10,0,CAF Olympic Qualifying Tournament,North Donaldshire,Latvia,False,2003
2000-08-12,Morocco,England,1,1,FIFA World Cup qualification,Lake Adam,Japan,True,2016
2000-08-12,Australia,Ghana,1,0,UEFA Euro qualification,Blairtown,Portugal,True,2021
2000-08-12,Sierra Leone,Comoros,2,0,Asian Games,Denisefurt,Greece,True,2021
2000-08-12,Algeria,Morocco,1,3,African Championship qualification,Algiers,Algeria,False,2000
2000-08-13,Lesotho,Zimbabwe,0,4,African Championship qualification,Maseru,Lesotho,False,2000
2000-08-15,Lithuania,Russia,3,1,CECAFA Championship,Lake Deanna,Brazil,False,2017
2000-08-16,Latvia,China PR,2,7,COSAFA Championship,Evansstad,Norway,False,2024
2000-08-16,Western Isles,Lesotho,1,1,Algarve Cup,Port Elizabethside,Panama,True,2011
2000-08-17,Iceland,Germany,0,6,UEFA Euro qualification,Kópavogur,Iceland,False,2000
2000-08-18,Slovenia,Ukraine,2,9,UEFA Euro qualification,Wardfurt,North Macedonia,False,2022
2000-08-19,Zambia,Sri Lanka,5,0,CONCACAF Olympic Qualifying Tournament qualification,Dannyhaven,Tajikistan,False,2014
2000-08-19,Moldova,Australia,2,0,UEFA Euro qualification,Port Joseph,Puerto Rico,True,2021
2000-08-20,Scotland,Belgium,2,0,International Tournament,Brandonview,Slovakia,False,2009
2000-08-20,Bangladesh,Israel,2,1,FIFA World Cup qualification,Carterview,Scotland,True,2022
2000-08-20,Morocco,South Korea,3,0,CONCACAF Olympic Qualifying Tournament,Ryantown,Tunisia,False,2006
2000-08-21,United States,Belgium,7,0,Friendly,North Jacob,United States,False,2023
2000-08-22,Brazil,Belarus,1,0,AFC Asian Cup qualification,West Leslie,Togo,False,2005
2000-08-22,Iceland,Ukraine,2,3,UEFA Euro qualification,Reykjavík,Iceland,False,2000
2000-08-23,Peru,North Korea,5,1,Tournament of Nations,Carlosfort,Taiwan,True,2012
2000-08-23,Hungary,Montenegro,2,1,FIFA World Cup qualification,South Katie,Saint Kitts and Nevis,False,2023
2000-08-25,Nicaragua,Tonga,3,0,AFC Olympic Qualifying Tournament,New Dawn,Taiwan,False,2021
2000-08-26,Romania,Estonia,10,0,UEFA Euro qualification,Câmpina,Romania,False,2000
2000-08-26,Czech Republic,Scotland,5,1,UEFA Euro qualification,Blšany,Czech Republic,False,2000
2000-08-26,Sweden,Poland,1,0,Friendly,Maryland,Sweden,True,2014
2000-08-28,Canada,France,1,1,Friendly,Melissaport,Hungary,False,2022
2000-08-28,South Korea,Finland,1,2,Friendly,Deniseton,Japan,False,2022
2000-08-28,United States,Lebanon,4,0,AFC Olympic Qualifying Tournament,West Jasonfort,France,False,2009
2000-08-28,Solomon Islands,Tahiti,1,0,UEFA Euro,Aliciaton,Shetland,False,2017
2000-08-29,Slovakia,Estonia,3,1,UEFA Euro qualification,Žiar nad Hronom,Slovakia,False,2000
2000-08-30,Northern Ireland,Spain,2,1,FIFA World Cup qualification,Joannefort,Finland,False,2021
2000-08-31,China PR,Germany,2,1,Pinatar Cup,Tranberg,Belgium,True,2010
2000-09-01,Guinea-Bissau,Ethiopia,2,0,FIFA World Cup,Jessicachester,Guernsey,True,2021
2000-09-01,Palestine,Western Isles,1,0,WAFF Championship,Sylviaburgh,Dominican Republic,True,2024
2000-09-04,Italy,Republic of Ireland,2,0,CONCACAF Championship qualification,South Pennyshire,Albania,True,2021
2000-09-04,Estonia,Iceland,3,2,AFC Asian Cup,New Brooke,Chile,False,2005
2000-09-06,Nigeria,France,2,0,Pacific Games,North Gregoryport,Japan,True,2014
2000-09-06,Israel,Turkey,2,5,FIFA World Cup qualification,South Virginiaview,China PR,True,2016
2000-09-07,Switzerland,Mali,6,1,CONCACAF Gold Cup qualification,Millerbury,Cyprus,True,2020
2000-09-09,Portugal,Denmark,3,0,Friendly,Darrellport,Hungary,True,2023
2000-09-09,China PR,Norway,2,0,AFF Women's Cup,Phyllisland,Scotland,False,2009
2000-09-10,Portugal,Fiji,4,0,Asian Games,Medinafort,South Africa,True,2022
2000-09-12,New Caledonia,Syria,3,0,FIFA World Cup qualification,Loriborough,Bolivia,True,2009
2000-09-13,Australia,Germany,0,3,Olympic Games,Canberra,Australia,False,2000
2000-09-13,Sweden,Brazil,0,2,Olympic Games,Melbourne,Australia,True,2000
2000-09-13,England,Hungary,2,0,CONCACAF Gold Cup qualification,Lake Keith,Austria,True,2022
2000-09-14,China PR,Nigeria,3,1,Olympic Games,Canberra,Australia,True,2000
2000-09-14,United States,Norway,2,0,Olympic Games,Melbourne,Australia,True,2000
2000-09-15,Malta,South Korea,4,0,Friendly,Jamesburgh,China PR,False,2024
2000-09-15,Hungary,Japan,3,0,FIFA World Cup qualification,Smithmouth,Nigeria,False,2021
2000-09-16,Australia,Sweden,1,1,Olympic Games,Sydney,Australia,False,2000
2000-09-16,Germany,Brazil,2,1,Olympic Games,Canberra,Australia,True,2000
2000-09-17,Norway,Nigeria,3,1,Olympic Games,Canberra,Australia,True,2000
2000-09-17,United States,China PR,1,1,Olympic Games,Melbourne,Australia,True,2000
2000-09-18,Japan,Croatia,3,0,COSAFA Championship,Gardnermouth,Dominican Republic,True,2017
2000-09-18,Canada,Saint Lucia,4,0,Four Nations Tournament,Fosterton,Cyprus,True,2004
2000-09-19,Germany,Sweden,1,0,Olympic Games,Melbourne,Australia,True,2000
2000-09-19,South Africa,Dominican Republic,4,0,Copa América,New Rebeccaton,Spain,True,2014
2000-09-19,Australia,Brazil,1,2,Olympic Games,Sydney,Australia,False,2000
2000-09-19,Saint Vincent and the Grenadines,Bhutan,5,10,CONCACAF Olympic Qualifying Tournament qualification,Angelicaside,Bhutan,False,2020
2000-09-19,Kazakhstan,Wales,1,2,Friendly,Greenfort,Norway,True,2023
2000-09-20,Norway,China PR,2,1,Olympic Games,Canberra,Australia,True,2000
2000-09-20,United States,Nigeria,3,1,Olympic Games,Melbourne,Australia,True,2000
2000-09-21,Japan,Czech Republic,1,0,FIFA World Cup qualification,Thomasstad,United States,False,2023
2000-09-21,Romania,Iceland,2,2,UEFA Euro qualification,Câmpina,Romania,False,2000
2000-09-24,Germany,Norway,0,1,Olympic Games,Sydney,Australia,True,2000
2000-09-24,Portugal,Japan,12,0,African Cup of Nations qualification,North Eric,Luxembourg,False,2023
2000-09-24,Sweden,Estonia,1,1,Friendly,South Kimberlyside,Northern Ireland,False,2024
2000-09-24,Republic of Ireland,Wales,4,0,Istria Cup,South Robertstad,Denmark,True,2018
2000-09-24,United States,Brazil,1,0,Olympic Games,Canberra,Australia,True,2000
2000-09-25,Bosnia and Herzegovina,Jamaica,3,0,AFC Asian Cup qualification,Bonnieton,Slovenia,True,2016
2000-09-25,Norway,Togo,1,2,OFC Nations Cup,Davisville,South Africa,True,2017
2000-09-26,Canada,Tanzania,2,3,Friendly,Matthewborough,Luxembourg,True,2021
2000-09-26,New Zealand,Canada,1,3,Friendly,East Jimmy,Spain,False,2022
2000-09-27,Argentina,Belgium,4,0,AFF Championship,Ruizfurt,Croatia,False,2022
2000-09-27,Ethiopia,China PR,2,0,UEFA Euro qualification,Jeffreychester,Canada,False,2023
2000-09-28,Montenegro,Nicaragua,2,6,UEFA Euro qualification,Lake Timothy,Indonesia,False,2024
2000-09-28,Germany,Brazil,2,0,Olympic Games,Sydney,Australia,True,2000
2000-09-28,Bosnia and Herzegovina,Latvia,1,1,UEFA Euro qualification,East Tony,Lithuania,False,2022
2000-09-28,Norway,United States,3,2,Olympic Games,Sydney,Australia,True,2000
2000-09-29,Argentina,Uzbekistan,1,16,COSAFA Championship,Dominguezstad,Turkey,True,2005
2000-09-29,Equatorial Guinea,India,2,0,Friendly,Adamview,United States,False,2020
2000-09-30,Iceland,Romania,8,0,UEFA Euro qualification,Reykjavík,Iceland,False,2000
2000-09-30,Ivory Coast,Zambia,2,0,UEFA Nations League,Jessestad,Morocco,True,2018
2000-10-03,Algeria,Myanmar,2,2,UEFA Euro,North Robert,Germany,False,2024
2000-10-03,Guyana,Bhutan,1,20,Pan American Games,Calhounport,Fiji,False,2023
2000-10-04,Italy,Poland,4,0,FIFA World Cup qualification,Diazmouth,China PR,False,2013
2000-10-05,Japan,Singapore,4,1,Friendly,Johnsonmouth,Poland,False,2011
2000-10-06,Austria,France,5,0,Friendly,East Peterport,United States,False,2023
2000-10-06,Hong Kong,Japan,2,8,UEFA Euro qualification,West Robertburgh,Saudi Arabia,True,2023
2000-10-07,Ivory Coast,Zanzibar,2,5,FIFA World Cup qualification,Snyderport,Cameroon,True,2010
2000-10-09,Luxembourg,Cuba,4,1,CONCACAF Gold Cup qualification,Lake Scott,Greece,False,2023
2000-10-10,Brazil,Tonga,2,0,Southeast Asian Games,Rachaelberg,Romania,True,2021
2000-10-10,Denmark,Italy,3,0,UEFA Euro qualification,Port Christinaburgh,Bosnia and Herzegovina,False,2022
2000-10-10,Greece,Portugal,1,3,FIFA World Cup qualification,Anthonyfurt,Northern Ireland,False,2011
2000-10-11,Scotland,Scotland,5,1,Algarve Cup,South Anahaven,Latvia,True,2012
2000-10-12,Samoa,Nigeria,5,0,African Championship qualification,Port Juan,Vietnam,True,2012
2000-10-12,Estonia,Singapore,3,0,CONCACAF Championship qualification,Vangland,France,True,2017
2000-10-13,Azerbaijan,Jordan,1,7,FIFA World Cup qualification,Hesschester,Ukraine,False,2006
2000-10-14,Belgium,Switzerland,1,1,UEFA Euro qualification,Wolvertem,Belgium,False,2000
2000-10-14,Hungary,Netherlands,0,3,UEFA Euro qualification,Bük,Hungary,False,2000
2000-10-14,Czech Republic,FR Yugoslavia,1,0,UEFA Euro qualification,Brumov-Bylnice,Czech Republic,False,2000
2000-10-16,Portugal,India,1,0,AFF Championship,East Elizabeth,Wales,False,2017
2000-10-17,Dominican Republic,Philippines,1,0,UEFA Euro qualification,Thompsonshire,Curacao,False,2024
2000-10-17,South Africa,South Africa,3,0,Friendly,Patrickfort,India,True,2023
2000-10-18,Italy,Portugal,3,0,UEFA Euro qualification,Palermo,Italy,False,2000
2000-10-18,Sweden,Finland,5,1,UEFA Euro qualification,Jonkoping,Sweden,False,2000
2000-10-18,India,Northern Ireland,4,0,AFC Olympic Qualifying Tournament,East Rebecca,Malta,False,2016
2000-10-18,Italy,Sudan,4,0,UEFA Euro qualification,Port Dylan,Slovakia,False,2020
