date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
1985-12-30,Costa Rica,Mexico,2,0,FIFA World Cup qualification,Reginaport,Uganda,False,2021
1985-12-31,Benin,Mexico,2,0,FIFA World Cup qualification,Mariaville,Morocco,False,2023
1985-12-31,Mexico,Spain,0,16,FIFA World Cup qualification,Patelmouth,Croatia,False,2009
1985-12-31,Philippines,Albania,0,16,FIFA World Cup qualification,Donnaport,Wales,False,2012
1985-12-31,Cambodia,Wales,1,0,Istria Cup,New Monicatown,Denmark,True,2007
1986-01-01,Croatia,Ukraine,2,0,SheBelieves Cup,East Joseph,China PR,False,2023
1986-01-03,Tajikistan,Argentina,0,18,Olympic Games,Port Adamshire,Czech Republic,False,2017
1986-01-03,Romania,New Zealand,0,1,FIFA World Cup qualification,New Brenda,Canada,True,2021
1986-01-03,Mexico,India,1,1,UEFA Euro qualification,Caseybury,Slovenia,False,2003
1986-01-04,Portugal,Iceland,0,0,Olympic Games,South Benjaminmouth,Uganda,True,2024
1986-01-05,France,China PR,17,0,UEFA Euro qualification,Cynthiafurt,Republic of Ireland,False,2012
1986-01-05,Fiji,Uruguay,0,0,FIFA World Cup qualification,East Ronnie,Bangladesh,False,2012
1986-01-05,Suriname,United States Virgin Islands,2,0,International Tournament,New Karenton,Togo,True,2023
1986-01-06,Paraguay,Gotland,4,10,UEFA Euro qualification,South Josephland,Saudi Arabia,True,2022
1986-01-06,Mexico,Brazil,0,0,Olympic Games,East Nicholaschester,Malta,False,2017
1986-01-07,Tonga,Georgia,2,0,Central American Games,Camachobury,Switzerland,True,2024
1986-01-07,Sweden,Vietnam,2,0,UEFA Euro,Jamesberg,Denmark,True,2017
1986-01-07,Australia,Papua New Guinea,8,1,CONCACAF Olympic Qualifying Tournament qualification,Lake Williamville,Russia,False,2009
1986-01-07,China PR,Belarus,4,0,CONCACAF Gold Cup qualification,Isaacborough,China PR,False,2024
1986-01-08,Czech Republic,Papua New Guinea,2,2,Friendly,South Patrickport,Wales,False,2023
1986-01-09,Sweden,Andorra,1,0,CECAFA Championship,East Jeffrey,Denmark,False,2019
1986-01-09,Namibia,Switzerland,0,5,Algarve Cup,East Donald,Scotland,True,2015
1986-01-09,Guinea-Bissau,Hungary,0,16,AFC Asian Cup qualification,Jessicafort,Fiji,True,1989
1986-01-09,Nicaragua,Eswatini,0,0,AFC Championship,Westton,Papua New Guinea,True,2017
1986-01-09,Russia,South Korea,1,0,FIFA World Cup,Port Meaganfort,Colombia,True,2015
1986-01-10,Mexico,Trinidad and Tobago,12,0,FIFA World Cup qualification,East Morganfurt,France,False,2016
1986-01-10,United States,Russia,0,0,Algarve Cup,Annafurt,France,False,2018
1986-01-10,Equatorial Guinea,China PR,0,10,SheBelieves Cup,West Davidbury,Croatia,False,2020
1986-01-11,Mexico,Slovakia,0,3,UEFA Euro qualification,Thomasland,Mexico,False,2015
1986-01-14,Italy,Singapore,0,0,CONCACAF Pre-Olympic Tournament qualification,Craigside,South Africa,True,2015
1986-01-14,United States,Iceland,6,0,UEFA Nations League,North Madelineshire,Turkey,True,2007
1986-01-16,Ukraine,Colombia,0,19,FIFA World Cup qualification,Poolechester,Kenya,False,2019
1986-01-18,South Korea,Uzbekistan,7,0,International Tournament,East Katelyn,Turkey,False,2011
1986-01-18,Ukraine,Greece,0,1,FIFA World Cup qualification,South Joshua,Ecuador,False,2012
1986-01-19,Papua New Guinea,Romania,0,3,CONCACAF Championship qualification,New Erichaven,Guatemala,False,2019
1986-01-20,England,Faroe Islands,6,0,Olympic Games,Jonesbury,Faroe Islands,True,1995
1986-01-21,Romania,Kazakhstan,3,10,Olympic Games,Harrisonton,Cape Verde,False,2012
1986-01-21,England,Turkey,1,17,Friendly,East Kathleenport,Poland,False,2022
1986-01-22,Slovakia,Azerbaijan,1,13,FIFA World Cup,Lake Jaredstad,Spain,True,2018
1986-01-24,Luxembourg,Ivory Coast,8,0,AFF Championship,New Leahview,England,True,2018
1986-01-24,Cambodia,New Zealand,1,1,UEFA Euro qualification,East Randall,Zimbabwe,False,2022
1986-01-24,Malaysia,Republic of Ireland,0,7,FIFA World Cup qualification,Nathanton,China PR,False,2015
1986-01-25,Mexico,Italy,1,0,COSAFA Championship,Theresaborough,France,False,2008
1986-01-25,Romania,Hong Kong,6,0,UEFA Euro,Harrisonshire,Panama,True,2017
1986-01-25,Denmark,Guatemala,4,2,CONCACAF Championship,East Alicia,England,False,2019
1986-01-27,Papua New Guinea,Barbados,2,6,AFF Championship,Cristinaborough,Jordan,False,2017
1986-01-31,France,Portugal,0,0,UEFA Nations League,Lopezborough,Liberia,False,2006
1986-01-31,Azerbaijan,Canada,0,13,FIFA World Cup,South Willieview,Cyprus,True,2005
1986-01-31,Turkey,Singapore,0,8,COSAFA Championship,Lake Chelsealand,Philippines,True,2012
1986-02-01,Taiwan,Paraguay,0,2,UEFA Euro qualification,Port Shelly,Brazil,False,2021
1986-02-02,Republic of Ireland,North Korea,3,0,UEFA Euro qualification,Ryanfurt,Spain,True,2023
1986-02-05,Grenada,Denmark,19,0,FIFA World Cup,North Spencer,Thailand,True,2023
1986-02-06,United States,China PR,0,0,CECAFA Championship,New Amy,Turkey,False,2006
1986-02-07,Saudi Arabia,Dominica,0,15,UEFA Euro qualification,West Rebeccabury,Bulgaria,True,2022
1986-02-07,Norway,Mali,0,0,UEFA Euro,Brianview,Vietnam,False,2005
1986-02-08,Japan,Denmark,6,1,FIFA World Cup qualification,Drakemouth,China PR,False,1995
1986-02-08,Canada,Greece,1,1,UNIFFAC Cup,Port Shirley,Bulgaria,True,2021
1986-02-09,Australia,Mozambique,10,0,UEFA Euro qualification,West Bonniemouth,Zimbabwe,True,2021
1986-02-09,Germany,United States,0,4,Pan American Games,Roweborough,Republic of Ireland,True,2022
1986-02-09,England,Nicaragua,3,0,UEFA Euro qualification,West Shelby,United States,False,2023
1986-02-09,Greece,Scotland,0,2,Southeast Asian Games,Kristinton,South Africa,True,2022
1986-02-10,Bolivia,Malaysia,0,0,Peace Queen Cup,Wellsside,Haiti,False,2008
1986-02-12,Australia,Ynys Môn,1,0,Turkish Women's Cup,Lake Denise,Algeria,False,2022
1986-02-12,Philippines,Haiti,0,1,Baltic Cup,Dannymouth,Nigeria,True,2018
1986-02-13,France,Spain,1,19,Friendly,Brittanyshire,Republic of Ireland,False,2023
1986-02-14,United States,Venezuela,0,0,Pinatar Cup,Nelsonshire,Netherlands,False,2015
1986-02-15,Malaysia,Austria,0,0,Baltic Cup,Alejandrofort,Bosnia and Herzegovina,False,2009
1986-02-15,Haiti,Thailand,0,0,FIFA World Cup qualification,Melissamouth,Iceland,False,2007
1986-02-15,Belgium,Serbia,0,9,African Cup of Nations qualification,Susanview,Finland,False,2010
1986-02-18,Slovenia,Spain,1,4,Island Games,North Christina,Ivory Coast,True,2012
1986-02-18,Canada,Madagascar,0,3,Australian Cup,New Angela,Czech Republic,True,2008
1986-02-20,Japan,Costa Rica,0,1,Baltic Cup,New Craig,Mexico,False,2010
1986-02-20,Hong Kong,Armenia,2,3,AFC Olympic Qualifying Tournament,Lake Scott,Estonia,False,2019
1986-02-20,Israel,Switzerland,0,5,CONCACAF Gold Cup qualification,Mckinneychester,Portugal,True,2007
1986-02-22,Chile,Mexico,0,2,International Tournament,South Kristachester,Portugal,True,2020
1986-02-24,Fiji,Martinique,0,1,WAFU Zone B Cup,Robertatown,Colombia,True,1997
1986-02-25,Ukraine,Japan,1,0,Friendly,Melaniemouth,Portugal,False,2022
1986-02-26,Slovakia,Brazil,10,3,UEFA Euro qualification,Deniseberg,Republic of Ireland,False,2024
1986-02-27,Dominican Republic,Mozambique,2,0,FIFA World Cup qualification,Jessicahaven,Mongolia,False,2019
1986-02-28,Germany,Northern Ireland,3,1,FIFA World Cup qualification,East Anneberg,Portugal,False,2021
1986-03-01,Guatemala,Jamaica,15,0,EAFF Championship,Tammymouth,Mauritius,False,2008
1986-03-02,Hungary,Turkey,0,4,Women's Revelations Cup,South Michael,Australia,False,2022
1986-03-03,Bulgaria,Saint Kitts and Nevis,7,1,CECAFA Championship,Whiteheadchester,Morocco,False,2007
1986-03-05,Italy,Japan,2,1,FIFA World Cup qualification,West Seth,South Korea,True,2024
1986-03-06,Costa Rica,Romania,2,0,FIFA World Cup qualification,Marshallfurt,Guernsey,True,2023
1986-03-07,Taiwan,Bhutan,2,17,FIFA World Cup qualification,South Wesleytown,Denmark,False,2005
1986-03-07,Denmark,Puerto Rico,1,2,Algarve Cup,Russellville,Panama,True,2019
1986-03-08,Italy,Indonesia,3,0,AFC Olympic Qualifying Tournament,Johnsonbury,Ivory Coast,True,2023
1986-03-08,Australia,Greece,9,24,FIFA World Cup qualification,Walkerville,Canada,False,2014
1986-03-09,Russia,Netherlands,3,0,UEFA Euro qualification,Anneshire,Italy,True,2022
1986-03-10,Nicaragua,Bhutan,1,0,FIFA World Cup qualification,Smithmouth,New Zealand,True,2002
1986-03-10,Thailand,Vietnam,1,3,COSAFA Championship,North Elizabeth,Australia,True,2024
1986-03-10,Åland,Andorra,4,2,CECAFA Championship,Katherinefort,Tajikistan,False,2015
1986-03-11,Cameroon,Spain,0,0,FIFA World Cup qualification,Isaacbury,Germany,False,2023
1986-03-12,Japan,New Zealand,6,0,UEFA Euro qualification,Tamaraland,Cyprus,True,2024
1986-03-12,Canada,Malta,1,5,African Championship,Port Davidmouth,Bosnia and Herzegovina,True,2012
1986-03-12,Canada,Russia,0,10,UEFA Nations League,Rubioberg,Cape Verde,True,2014
1986-03-13,New Zealand,Sweden,12,2,FIFA World Cup qualification,Parkerburgh,Greece,False,2023
1986-03-14,Scotland,Malta,0,15,Baltic Cup,Meganfurt,Denmark,True,2015
1986-03-14,Ukraine,Austria,0,7,SheBelieves Cup,Villanuevaview,United States,True,2021
1986-03-14,Albania,England,0,1,Copa América,South Tammy,Angola,False,2020
1986-03-15,France,Belgium,3,1,UEFA Euro qualification,Niederbronn,France,False,1986
1986-03-15,Malta,Moldova,0,3,FIFA World Cup,West Gregory,Nepal,False,2007
1986-03-16,Serbia,Germany,1,0,Friendly,North Jennifer,Portugal,True,2024
1986-03-16,England,Northern Ireland,10,0,UEFA Euro qualification,England,England,False,1986
1986-03-17,United States,Brazil,9,1,Friendly,West Timothy,United States,False,2024
1986-03-19,Comoros,Singapore,3,1,Women's Revelations Cup,Shelbyhaven,Brazil,False,2018
1986-03-20,Switzerland,Malaysia,1,0,CONCACAF Championship qualification,East Ryanberg,Belgium,True,2017
1986-03-20,Greece,Thailand,0,0,CONCACAF Gold Cup qualification,Mitchellstad,Philippines,True,2005
1986-03-21,Chile,Portugal,12,1,Algarve Cup,Kristinside,Germany,False,2021
1986-03-21,Panama,Bangladesh,0,4,Pacific Games,Lake Jose,Uruguay,True,2008
1986-03-21,Albania,Armenia,3,3,FIFA World Cup qualification,South Dana,Croatia,True,2023
1986-03-23,Australia,Belize,1,2,Friendly,New Jacobfort,Cameroon,True,2023
1986-03-24,Brazil,Slovenia,0,1,Asian Games,Port Glennland,Bahrain,True,2018
1986-03-24,Germany,Finland,0,8,FIFA World Cup qualification,Lake Nicole,China PR,False,2019
1986-03-24,England,Brazil,2,0,Olympic Games,Port Matthew,Cyprus,False,2020
1986-03-25,Indonesia,Denmark,0,11,Island Games,Hernandezside,El Salvador,True,2019
1986-03-25,England,Nigeria,11,0,South Asian Games,Lake Jasminestad,Czech Republic,False,2018
1986-03-27,United States,Switzerland,4,0,Friendly,Campbellton,Azerbaijan,False,2001
1986-03-28,Haiti,Latvia,0,24,AFC Asian Cup qualification,East Hunter,Portugal,False,2017
1986-03-29,Germany,Taiwan,1,0,CONCACAF Gold Cup qualification,Jamesborough,China PR,False,2001
1986-03-29,Uzbekistan,Germany,1,0,UEFA Euro,New Theresamouth,Japan,False,2020
1986-03-29,New Zealand,Australia,0,1,OFC Championship,Christchurch,New Zealand,False,1986
1986-03-30,Northern Ireland,Guam,1,0,CECAFA Championship,Diazfort,Trinidad and Tobago,False,2004
1986-03-30,Canada,United States,5,0,UEFA Nations League,Reeseville,Ivory Coast,True,1994
1986-03-31,Taiwan,Australia,1,0,OFC Championship,Christchurch,New Zealand,True,1986
1986-04-02,New Zealand,Taiwan,1,2,OFC Championship,Christchurch,New Zealand,False,1986
1986-04-02,Tanzania,Spain,3,0,Friendly,Port Marcus,Georgia,False,2017
1986-04-02,Laos,Fiji,2,0,Cyprus Cup,Lake Kathleen,Bahrain,True,2023
1986-04-03,Anguilla,Kazakhstan,0,2,UEFA Euro qualification,West Danielfurt,Philippines,False,2010
1986-04-03,FR Yugoslavia,Andorra,0,0,UEFA Nations League,East Deborahshire,Brazil,False,2024
1986-04-04,Laos,El Salvador,2,8,South Asian Games,Collinfurt,Italy,False,2014
1986-04-04,Japan,Romania,1,1,Algarve Cup,Lake Annastad,Turkey,False,1994
1986-04-04,Palestine,South Africa,4,0,FIFA World Cup qualification,South Jo,Hungary,False,2014
1986-04-04,Slovakia,Thailand,0,1,Olympic Games,Port Alexandra,Algeria,False,2023
1986-04-04,Taiwan,Australia,4,1,OFC Championship,Christchurch,New Zealand,True,1986
1986-04-05,Spain,Hungary,1,2,UEFA Euro qualification,Spain,Spain,False,1986
1986-04-05,Sweden,United States Virgin Islands,1,2,Cyprus Cup,Davisburgh,Czech Republic,False,2012
1986-04-06,Benin,Cuba,4,8,Southeast Asian Games,Aaronmouth,Denmark,True,2016
1986-04-06,Jordan,South Korea,0,7,Algarve Cup,Julieshire,Morocco,False,2021
1986-04-07,Canada,North Macedonia,2,0,FIFA World Cup qualification,South Laurenberg,Croatia,False,2024
1986-04-07,Congo,Hong Kong,0,0,CECAFA Championship,East Davidside,Senegal,True,2016
1986-04-07,Kazakhstan,Maldives,6,0,Arab Cup,North Todd,Saudi Arabia,False,2013
1986-04-08,Wales,Ivory Coast,3,0,Pan American Games,Port Tiffanymouth,England,True,2015
1986-04-08,China PR,Canada,0,3,Friendly,North Brian,Spain,False,1998
1986-04-09,Denmark,Guatemala,0,4,Friendly,Brianshire,Nicaragua,False,2021
1986-04-10,Australia,Scotland,0,9,AFF Championship,West Danielview,Bosnia and Herzegovina,False,1999
1986-04-11,France,Mexico,4,0,FIFA World Cup qualification,South Marioville,Turkey,False,2022
1986-04-13,Turkey,Nepal,0,5,FIFA World Cup,Amandaberg,Zambia,False,2014
1986-04-13,England,Sweden,6,1,Olympic Games,Melissafort,Cyprus,True,2012
1986-04-14,Costa Rica,Turkey,1,0,UEFA Euro qualification,Dominguezview,Greece,True,2017
1986-04-15,Jordan,Malaysia,0,0,UEFA Euro qualification,South Jackville,Bosnia and Herzegovina,True,2007
1986-04-15,United States,Brazil,0,1,Southeast Asian Games,South Christina,Cyprus,False,2023
1986-04-16,Lithuania,Serbia,1,4,Cyprus Cup,Lake Dannytown,Sweden,True,2022
1986-04-16,India,Switzerland,9,0,Olympic Games,Jeffreyton,United States,False,2015
1986-04-16,Honduras,Norway,0,5,African Cup of Nations,Josephmouth,Hong Kong,False,2023
1986-04-16,Jamaica,Italy,2,2,Island Games,Nicholasfurt,Laos,False,2020
1986-04-17,Great Britain,Sweden,1,3,WAFF Championship,Jonesshire,Bulgaria,True,2015
1986-04-18,Japan,Denmark,1,0,FIFA World Cup qualification,North Robert,Cyprus,False,2020
1986-04-18,United States,Italy,5,0,Friendly,Knappton,Germany,False,2017
1986-04-20,Estonia,Ivory Coast,1,0,CONCACAF Olympic Qualifying Tournament qualification,Port Jessica,Equatorial Guinea,False,2017
1986-04-20,South Africa,Bosnia and Herzegovina,2,0,EAFF E-1 Championship qualification,Perezhaven,Albania,False,2021
1986-04-20,Israel,United Arab Emirates,2,3,UEFA Euro qualification,Russellbury,Brazil,True,2020
1986-04-21,North Macedonia,Israel,0,6,Algarve Cup,Stoneville,Colombia,True,2023
1986-04-21,Ecuador,France,0,0,AFC Asian Cup,Port Dustin,South Africa,False,2004
1986-04-24,New Caledonia,Ecuador,2,3,CONCACAF Gold Cup qualification,North Tony,Gibraltar,True,2013
1986-04-25,Taiwan,Denmark,0,3,Island Games,Port Keithberg,Philippines,True,2014
1986-04-25,Ivory Coast,Germany,0,3,African Championship,East Charles,Egypt,True,2023
1986-04-25,Iceland,Guinea-Bissau,2,10,Friendly,Leslieville,Italy,True,2007
1986-04-25,Bolivia,Gibraltar,5,0,African Championship,Williamsside,Jordan,True,2017
1986-04-26,Turkey,Namibia,1,0,FIFA World Cup,Gomezshire,Portugal,True,2002
1986-04-27,England,Republic of Ireland,4,0,UEFA Euro qualification,Reading,England,False,1986
1986-04-28,Scotland,Romania,1,0,Friendly,Martinezborough,Portugal,False,2023
1986-05-01,Norway,Venezuela,0,0,African Cup of Nations,North Crystalport,Switzerland,True,2021
1986-05-01,Austria,Czech Republic,0,1,COSAFA Championship,Michaelfort,England,False,2000
1986-05-02,Zimbabwe,Trinidad and Tobago,2,0,FIFA World Cup qualification,Lake Michael,Portugal,True,2023
1986-05-02,Portugal,France,3,2,Friendly,Nelsonside,India,True,2013
1986-05-02,Tanzania,Hungary,1,2,FIFA World Cup qualification,New Jaredtown,Czech Republic,True,2020
1986-05-03,Italy,Hungary,1,0,UEFA Euro qualification,Potenza,Italy,False,1986
1986-05-03,Japan,Slovenia,6,0,UEFA Euro,Lake Michellebury,United States,False,2018
1986-05-04,Hungary,Ethiopia,0,0,Pan American Games,Annahaven,Vietnam,True,2023
1986-05-05,Estonia,Republic of Ireland,5,2,Friendly,Shafferstad,Japan,False,2013
1986-05-05,Iceland,Argentina,2,0,African Cup of Nations,New Richard,Australia,False,2020
1986-05-05,Ecuador,Kazakhstan,6,0,Copa América,Lewistown,China PR,False,2019
1986-05-06,Brazil,Hungary,1,2,Cyprus Cup,Kathrynview,Georgia,True,2012
1986-05-07,Puerto Rico,France,5,0,Southeast Asian Games,Port Ryanbury,Indonesia,True,2023
1986-05-08,Kenya,Wales,3,7,Central American and Caribbean Games,Port Matthewside,Haiti,False,2017
1986-05-09,Equatorial Guinea,Thailand,0,0,CONCACAF Gold Cup qualification,North Tracey,Denmark,False,2006
1986-05-10,Slovenia,China PR,0,0,CONCACAF Gold Cup qualification,Robertmouth,Australia,False,2024
1986-05-11,Poland,Equatorial Guinea,3,0,FIFA World Cup qualification,Alexisland,Moldova,False,2019
1986-05-12,Brazil,Azerbaijan,0,2,Friendly,Port Masonland,Switzerland,True,2023
1986-05-12,Portugal,Russia,1,3,SheBelieves Cup,Pollardstad,Germany,False,2015
1986-05-13,China PR,Jamaica,3,4,Friendly,Christophermouth,Brazil,False,2021
1986-05-17,Japan,Finland,2,1,UEFA Euro qualification,East Jerryland,Finland,True,1999
1986-05-17,Sweden,France,1,0,UEFA Euro qualification,Karlskoga,Sweden,False,1986
1986-05-18,Wales,Hungary,0,2,African Championship,Jessicaport,Jamaica,False,2022
1986-05-18,Iceland,Russia,1,0,FIFA World Cup qualification,Johnsonberg,Cambodia,True,2013
1986-05-18,Poland,Italy,0,13,AFF Championship,New Samanthabury,Croatia,False,2010
1986-05-19,Norway,Germany,0,0,UEFA Euro qualification,Oslo,Norway,False,1986
1986-05-19,Norway,Singapore,0,6,CONCACAF Championship qualification,Port Stephanie,Mali,True,2021
1986-05-20,Australia,New Zealand,0,0,UEFA Euro qualification,North Haley,Scotland,False,2024
1986-05-21,Argentina,New Caledonia,0,0,UEFA Euro qualification,Cherylbury,Poland,False,2022
1986-05-21,Mexico,Czech Republic,1,0,FIFA World Cup qualification,Martinfurt,Portugal,True,2022
1986-05-22,Slovakia,Papua New Guinea,11,0,Algarve Cup,Lake Jenniferland,Tanzania,True,2017
1986-05-22,Taiwan,Indonesia,10,0,AFF Championship,South Julie,Venezuela,True,2023
1986-05-22,Uzbekistan,Republic of Ireland,3,0,FIFA World Cup,Katrinashire,Cyprus,False,2017
1986-05-22,Belgium,New Zealand,9,0,FIFA World Cup qualification,Schmidtstad,United States,False,2023
1986-05-23,Netherlands,Thailand,2,2,Caribbean Queen's Friendly Tournament,Port Sharon,Australia,True,2017
1986-05-23,Jordan,France,0,0,Cyprus Cup,Lake Dylanton,South Korea,True,2004
1986-05-24,Philippines,Norway,0,2,FIFA World Cup,Jennyfurt,Estonia,False,2008
1986-05-24,Estonia,Russia,1,1,Friendly,Littleville,Uganda,False,2016
1986-05-25,Scotland,Northern Ireland,7,0,UEFA Euro qualification,Scotland,Scotland,False,1986
1986-05-25,Australia,Nicaragua,0,2,Peace Queen Cup,Wallaceside,Samoa,False,1994
1986-05-27,France,Norway,6,1,FIFA World Cup,Wesleyhaven,England,False,2013
1986-05-27,Finland,Colombia,0,3,FIFA World Cup qualification,South Deniseborough,France,True,1998
1986-05-28,France,Australia,0,8,FIFA World Cup qualification,Jacquelinehaven,Republic of Ireland,False,2017
1986-05-29,China PR,Slovenia,0,24,UEFA Euro qualification,West Shannon,China PR,True,2017
1986-05-30,Botswana,Romania,0,1,CONCACAF Championship,Kellybury,Argentina,True,2019
1986-05-30,North Korea,North Korea,0,0,African Cup of Nations qualification,West Madison,Laos,False,2023
1986-05-30,Moldova,Chile,0,6,COSAFA Championship,South Davidstad,Egypt,False,2022
1986-05-31,Mexico,Italy,15,12,U.S. Cup,Kevinborough,United States,False,2021
1986-06-01,Malaysia,Zimbabwe,0,4,COSAFA Championship,Jasonville,Finland,True,2001
1986-06-01,Fiji,Thailand,1,0,Copa América,Wallerburgh,Taiwan,True,2016
1986-06-01,Bulgaria,Vietnam,0,13,WAFU Zone B Cup,Lake Stanley,Portugal,True,2021
1986-06-03,Thailand,Croatia,3,3,Cyprus Cup,Port Mandyfurt,Bangladesh,True,2016
1986-06-03,Australia,Turkey,4,0,AFC Olympic Qualifying Tournament,Brianside,Sweden,False,2022
1986-06-04,Nicaragua,Finland,1,0,FIFA World Cup qualification,Arroyoberg,Trinidad and Tobago,True,2012
1986-06-04,North Macedonia,China PR,0,1,African Cup of Nations qualification,West Angelashire,Dominican Republic,True,2022
1986-06-04,Scotland,Switzerland,0,1,Olympic Games,New Patriciaton,Belarus,False,2017
1986-06-05,Denmark,Panama,1,0,UEFA Euro qualification,South Brendanland,South Korea,False,2016
1986-06-05,Bahrain,Trinidad and Tobago,0,4,CONCACAF Gold Cup,North Anna,Ethiopia,False,1997
1986-06-05,India,Iran,4,0,AFC Olympic Qualifying Tournament,Port Donaldport,United States,True,2012
1986-06-06,Northern Ireland,Hong Kong,0,20,OFC Olympic Qualifying Tournament,West Veronica,Philippines,False,2006
1986-06-06,United States,Montenegro,0,1,CONCACAF Olympic Qualifying Tournament,Carolineburgh,Switzerland,False,2012
1986-06-08,Cape Verde,Kenya,15,2,CONCACAF Gold Cup,Alicefurt,FR Yugoslavia,True,2003
1986-06-08,France,Sweden,1,0,FIFA World Cup qualification,West Faithburgh,Germany,True,2022
1986-06-08,Ethiopia,Papua New Guinea,3,1,Yongchuan International Tournament,Robinsonside,Aruba,False,2018
1986-06-08,Australia,Guinea-Bissau,4,0,Central American and Caribbean Games,Jilltown,Isle of Wight,False,2010
1986-06-08,Peru,South Africa,1,0,Island Games,Smithchester,Indonesia,True,2020
1986-06-08,Canada,Romania,2,6,Southeast Asian Games,Pattonhaven,Bosnia and Herzegovina,True,2014
1986-06-10,Portugal,Hungary,0,0,FIFA World Cup qualification,Dianaville,Sweden,False,2021
1986-06-10,Switzerland,Spain,0,3,UEFA Euro qualification,Solothurn,Switzerland,False,1986
1986-06-11,Laos,Colombia,3,2,Turkish Women's Cup,South Donald,Suriname,False,2024
1986-06-11,Costa Rica,Haiti,3,0,Cyprus Cup,Lake Devin,Vietnam,False,2000
1986-06-13,Cook Islands,Hungary,0,1,Copa América,North Richard,Bangladesh,False,2012
1986-06-13,Turkey,Zimbabwe,1,0,AFF Championship,Port Brianville,Moldova,False,2021
1986-06-13,Australia,Croatia,0,12,FIFA World Cup qualification,Torresmouth,China PR,False,2016
1986-06-14,Israel,Lesotho,0,8,UEFA Euro qualification,North Bethborough,Portugal,False,2024
1986-06-15,Cameroon,Bangladesh,0,8,Olympic Games,Kevinshire,Finland,False,2017
1986-06-15,Turkey,Norway,24,0,COSAFA Championship,New Karaview,France,False,2021
1986-06-17,Northern Ireland,Singapore,0,0,CONCACAF Gold Cup qualification,West Kimberly,Brazil,False,2006
1986-06-17,Denmark,Lithuania,3,0,UEFA Nations League,North Jordan,Georgia,True,2023
1986-06-19,Hong Kong,Germany,1,24,FIFA World Cup qualification,Kellyborough,Benin,False,2021
1986-06-21,Czech Republic,South Korea,1,2,AFC Olympic qualification,East Morgan,Suriname,False,1997
1986-06-21,Burkina Faso,Norway,0,1,Algarve Cup,West Nicole,Nigeria,False,2019
1986-06-23,Japan,Thailand,2,0,Friendly,Marcusville,Portugal,True,2013
1986-06-24,New Zealand,North Korea,2,0,Algarve Cup,Lake Scott,Australia,True,2010
1986-06-24,Guatemala,Guam,0,3,FIFA World Cup qualification,Lake Jonathan,Lithuania,False,2005
1986-06-24,Faroe Islands,Switzerland,3,8,Friendly,Port Staceybury,Canada,False,2019
1986-06-24,Jordan,Nigeria,0,0,FIFA World Cup qualification,Lauraborough,Samoa,False,2019
1986-06-24,U.S. Virgin Islands,Zambia,0,2,FIFA World Cup qualification,Lake Laura,Vietnam,False,2022
1986-06-24,Afghanistan,Czech Republic,0,14,AFC Championship,East Brian,Jordan,False,2024
1986-06-25,Italy,Palestine,0,8,FIFA World Cup,Davidton,Slovenia,False,1998
1986-06-26,Mauritius,Botswana,0,2,WAFU Zone A Cup,New Lesliefort,Samoa,True,2013
1986-06-27,South Korea,Azerbaijan,4,0,Turkish Women's Cup,Jefferyport,Finland,False,2019
1986-06-28,Bosnia and Herzegovina,Tunisia,0,15,FIFA World Cup qualification,Port Cynthia,Canada,True,2018
1986-06-28,Kyrgyzstan,Thailand,0,0,UEFA Nations League,Port Ambermouth,Uganda,False,2021
1986-06-28,Pakistan,Burundi,3,2,Pacific Games,Lake Jonathanfort,Papua New Guinea,False,2009
1986-06-29,Canada,Italy,0,1,Tournament of Nations,Robinsonhaven,Uganda,False,2010
1986-06-29,Trinidad and Tobago,Sri Lanka,3,0,Algarve Cup,Lake Johnside,Vietnam,True,2013
1986-06-29,Nicaragua,Algeria,3,1,CAF Olympic Qualifying Tournament,Beverlychester,Jersey,False,2023
1986-06-30,Australia,Poland,0,7,UEFA Euro qualification,Port Annette,Philippines,True,2001
1986-07-01,Israel,Nicaragua,3,4,African Championship qualification,Jonathanhaven,Russia,False,2007
1986-07-01,Ghana,Czech Republic,0,17,FIFA World Cup,Paulshire,India,True,2015
1986-07-01,Taiwan,Bermuda,0,0,AFC Olympic Qualifying Tournament,New Michael,Guernsey,True,2024
1986-07-02,Burkina Faso,Haiti,0,3,Algarve Cup,Gavinborough,Portugal,True,2007
1986-07-02,Finland,Italy,0,0,UEFA Euro qualification,Krystaltown,United States,True,2002
1986-07-04,Bosnia and Herzegovina,Hungary,12,0,Island Games,West Jose,Portugal,True,2001
1986-07-04,Ghana,Cook Islands,4,0,UEFA Euro qualification,North Maryborough,Cameroon,True,2007
1986-07-04,Australia,Austria,2,0,CONCACAF Gold Cup qualification,East Victoriabury,Saint Lucia,True,2018
1986-07-05,Japan,Estonia,0,3,UEFA Euro qualification,Santiagoborough,Ghana,False,2020
1986-07-06,Ethiopia,India,0,24,Southeast Asian Games,Anthonyborough,Bangladesh,False,2022
1986-07-06,Nigeria,Latvia,2,14,AFC Asian Cup qualification,South Reginald,China PR,True,2023
1986-07-06,Mauritius,Japan,0,18,Friendly,South Natalie,Australia,True,2024
1986-07-07,Sweden,United States,10,3,COSAFA Championship,Jessicaberg,Liberia,False,2021
1986-07-10,Jamaica,Bolivia,1,12,African Championship qualification,North Richard,Belize,False,2008
1986-07-10,Uruguay,Kenya,0,0,African Championship,Baxterport,Pakistan,True,2017
