date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
1990-01-20,Australia,Thailand,1,1,CONCACAF Gold Cup qualification,Sanchezberg,Spain,False,2023
1990-01-20,India,Finland,1,1,OFC Nations Cup qualification,New Jaredtown,Slovakia,False,2014
1990-01-20,Norway,Peru,1,0,Pacific Games,Brookeville,Jamaica,False,2014
1990-01-21,New Zealand,Malta,4,1,African Championship qualification,South Jo,Turkey,False,1997
1990-01-21,Argentina,New Caledonia,1,1,UEFA Nations League,New Samanthabury,Congo,True,1995
1990-01-21,Northern Ireland,North Korea,11,5,CAF Olympic Qualifying Tournament,Carolinefurt,Austria,True,2018
1990-01-21,Algeria,Republic of Ireland,4,0,Four Nations Tournament,West Shannon,Mali,True,2018
1990-01-22,Syria,Cayman Islands,4,1,FIFA World Cup qualification,Ashleyport,Czech Republic,False,2023
1990-01-24,Ukraine,Niger,1,1,WAFF Championship,Jennyfurt,Republic of Ireland,False,2015
1990-01-24,Jordan,Austria,1,1,FIFA World Cup qualification,Kellyborough,South Africa,False,2023
1990-01-24,Serbia and Montenegro,India,0,5,UEFA Nations League,North Yesenialand,Switzerland,False,2014
1990-01-25,Hong Kong,South Africa,3,2,Friendly,South Patrickport,England,False,2024
1990-01-26,Japan,United States,0,5,SheBelieves Cup,Vincentfort,Colombia,True,1999
1990-01-27,Romania,China PR,4,10,Inter Games,Biancamouth,Mongolia,True,2023
1990-01-27,Burundi,United States,1,1,Turkish Women's Cup,Lake Denise,England,False,2014
1990-01-27,Madagascar,India,1,0,AFC Asian Cup qualification,Marcusville,Turkey,False,2022
1990-01-27,Tonga,Montenegro,1,0,Armenia International Friendly Tournament,North Haley,Vietnam,False,2012
1990-01-28,DR Congo,Slovakia,1,1,Friendly,Burnettstad,Sweden,False,2024
1990-01-29,Equatorial Guinea,Israel,1,1,Pacific Games,South Willieview,Portugal,False,2016
1990-01-29,Australia,Western Isles,1,1,CECAFA Championship,Tamaraland,Brazil,False,2012
1990-01-30,Republic of Ireland,France,4,3,Olympic Games,Amandaberg,Bulgaria,False,2024
1990-01-31,Western Isles,Suriname,1,4,Pink Ladies Cup,Nixonshire,Qatar,False,2015
1990-01-31,New Zealand,Spain,2,0,Friendly,Josephmouth,Taiwan,False,2007
1990-01-31,Norway,Latvia,1,0,Island Games,Robertmouth,Italy,False,2015
1990-02-01,Italy,Senegal,4,2,AFC Championship,Port Christophertown,Turkey,False,2013
1990-02-01,China PR,Suriname,1,0,African Cup of Nations qualification,Jacobhaven,Guernsey,False,2009
1990-02-02,Gibraltar,Jamaica,1,1,CONCACAF Gold Cup qualification,Craigside,Ecuador,False,2022
1990-02-05,New Zealand,Iceland,1,0,AFF Championship,Russellbury,South Africa,False,2016
1990-02-05,Mali,Estonia,5,0,CONCACAF Gold Cup qualification,Port Ambermouth,Turkey,True,2023
1990-02-05,Great Britain,South Africa,0,1,CONCACAF Gold Cup qualification,Lake Kristaton,Guinea,True,2013
1990-02-05,El Salvador,Vanuatu,0,1,Copa América,Floydberg,Macedonia,True,2014
1990-02-05,Norway,Australia,0,1,WAFU Zone A Cup,Gomezshire,Montenegro,True,2012
1990-02-06,Equatorial Guinea,Mexico,1,0,CONCACAF Championship qualification,Scottfort,South Africa,False,2019
1990-02-06,Rwanda,Bermuda,4,1,CONCACAF Gold Cup qualification,New Carolynport,Turkey,False,2015
1990-02-07,Gibraltar,South Sudan,0,2,CONCACAF Gold Cup qualification,Westton,Canada,True,2014
1990-02-08,Netherlands,Jersey,1,1,Central American and Caribbean Games,South David,Jordan,False,2021
1990-02-08,Sri Lanka,Slovakia,0,1,FIFA World Cup qualification,Lake Joyville,Saudi Arabia,False,2022
1990-02-09,Tajikistan,Finland,1,1,CONCACAF Olympic Qualifying Tournament qualification,Wellsside,Guatemala,False,2024
1990-02-09,Ghana,Philippines,0,0,Pacific Games,Sullivanborough,Armenia,False,2022
1990-02-10,Italy,Spain,3,1,UEFA Euro qualification,Portici,Italy,False,1990
1990-02-10,Japan,Norway,0,0,CONCACAF Championship qualification,South Josephland,Finland,False,2015
1990-02-10,Kenya,Brazil,0,0,Central American Games,Port Andrew,Japan,True,2010
1990-02-11,Sri Lanka,China PR,4,1,WAFU Zone B Cup,Lewistown,Guyana,True,2021
1990-02-11,Italy,Panama,1,9,AFF Championship,New David,Tajikistan,False,2014
1990-02-13,Kosovo,Jordan,1,1,CONCACAF Gold Cup qualification,East Barbara,Philippines,False,2021
1990-02-14,Algeria,Ukraine,1,1,Cyprus Cup,South Daniel,FR Yugoslavia,True,2011
1990-02-14,American Samoa,Solomon Islands,0,0,WAFU Zone B Cup,Dorishaven,Nigeria,False,2014
1990-02-14,Indonesia,Slovenia,0,0,UEFA Euro qualification,Jessicaport,Lithuania,False,1999
1990-02-15,Sweden,Cook Islands,1,0,Southeast Asian Games,West Angelashire,Malaysia,False,2012
1990-02-15,Benin,Moldova,4,0,UEFA Euro qualification,South Donald,Belgium,False,2019
1990-02-15,Mali,Vietnam,0,0,EAFF Championship,Port Thomas,Equatorial Guinea,False,2023
1990-02-16,Faroe Islands,Palestine,1,0,FIFA World Cup qualification,Lake Jonathanfort,Slovenia,True,2018
1990-02-16,Brazil,Mongolia,2,3,African Cup of Nations,Alexisland,United States,True,2007
1990-02-18,Moldova,Montenegro,1,1,CONCACAF Gold Cup qualification,West Kimberly,Northern Ireland,False,2021
1990-02-18,Burkina Faso,Nigeria,0,0,Arab Cup,Johnsonberg,Turkey,False,2010
1990-02-19,Scotland,Central African Republic,0,1,AFC Championship,South Christina,Saint Lucia,False,2013
1990-02-20,Angola,Guinea-Bissau,1,3,WAFU Zone B Cup,West Shannonland,Germany,False,2014
1990-02-20,Georgia,Puerto Rico,1,3,Southeast Asian Games,South Danielleburgh,Turkey,False,1998
1990-02-20,North Macedonia,Kenya,0,1,CONCACAF Championship qualification,East Richardberg,New Caledonia,False,2023
1990-02-21,Jersey,Colombia,0,0,African Championship qualification,East Karenview,South Africa,False,2023
1990-02-22,Jordan,Greenland,4,4,WAFU Zone A Cup,Baxterport,Turkey,False,2023
1990-02-22,Netherlands,South Africa,1,1,African Cup of Nations qualification,Huberburgh,Nicaragua,True,2011
1990-02-24,Martinique,Costa Rica,1,1,African Cup of Nations qualification,Patrickport,Tunisia,True,2014
1990-02-24,Botswana,Myanmar,1,0,UEFA Euro,Lake Stanley,South Korea,False,2022
1990-02-24,Austria,Australia,1,1,CAFA Championship,North Wendyborough,Russia,True,2016
1990-02-25,United States,Canada,5,5,Friendly,South Joshua,Israel,False,2021
1990-02-26,Burundi,Finland,1,1,UEFA Euro qualification,Ianmouth,Wales,False,2023
1990-02-27,Jordan,Hong Kong,1,0,UEFA Nations League,North Amanda,China PR,False,2019
1990-03-01,Iran,Kosovo,0,4,Friendly,Benjaminside,Taiwan,False,2024
1990-03-02,Croatia,Croatia,1,1,Copa América,Jonesville,Turkey,False,2022
1990-03-03,Honduras,Great Britain,1,1,African Championship qualification,Danielhaven,United States,False,2020
1990-03-04,Jordan,Greece,1,2,CECAFA Championship,New Jennifer,Nigeria,True,2015
1990-03-05,New Zealand,Mali,1,0,Friendly,Port Brianville,Switzerland,True,2003
1990-03-05,Morocco,Austria,1,1,FIFA World Cup qualification,East Nicholaschester,Saudi Arabia,False,2024
1990-03-08,United States Virgin Islands,Tanzania,0,1,CONCACAF Gold Cup qualification,Lake Jonathan,Scotland,False,2009
1990-03-08,Brazil,Egypt,2,1,CONCACAF Gold Cup qualification,Adamland,Uganda,False,2011
1990-03-09,Nigeria,Australia,1,0,South Asian Games,Troyfort,France,False,2024
1990-03-10,Jamaica,Trinidad and Tobago,4,1,FIFA World Cup,Hudsonstad,Brazil,False,2015
1990-03-10,Japan,South Africa,1,1,AFC Championship,Smithchester,England,True,2014
1990-03-11,Malta,Aruba,1,1,CAF Olympic Qualifying Tournament,Kristinside,Trinidad and Tobago,False,2022
1990-03-11,Equatorial Guinea,Guam,1,6,UEFA Euro qualification,Port Jessica,Turkey,False,2024
1990-03-12,Samoa,Namibia,0,1,Turkish Women's Cup,Davisburgh,El Salvador,False,2024
1990-03-13,Bermuda,China PR,0,0,African Cup of Nations,Port Dustinstad,Chile,False,2024
1990-03-13,Gotland,Croatia,0,1,Island Games,North Richard,Brazil,True,2012
1990-03-13,Lesotho,Equatorial Guinea,0,4,COSAFA Championship,South Jackville,France,True,2014
1990-03-13,Canada,Zambia,2,1,CONCACAF Gold Cup qualification,Lake Scott,Bosnia and Herzegovina,False,2021
1990-03-14,Luxembourg,Uganda,1,0,EAFF E-1 Championship qualification,South Stephanie,Puerto Rico,True,2019
1990-03-15,Solomon Islands,Australia,1,1,Copa América,Port Davidbury,North Macedonia,False,2021
1990-03-15,Ivory Coast,Namibia,1,0,Pan American Games,Aaronton,Austria,False,2021
1990-03-16,Aruba,Greece,1,0,Pinatar Cup,Port Keithberg,Nepal,True,2015
1990-03-17,Tonga,Spain,0,0,Copa América,Connorside,Costa Rica,False,2023
1990-03-17,Belgium,England,0,3,UEFA Euro qualification,Ypres,Belgium,False,1990
1990-03-19,Northern Ireland,Netherlands,0,6,UEFA Euro qualification,Belfast,Northern Ireland,False,1990
1990-03-19,Malta,Angola,0,0,AFC Asian Cup qualification,Mclaughlinborough,Tonga,False,2014
1990-03-22,Congo,India,1,1,WAFF Championship,Shelbyhaven,Malaysia,True,1997
1990-03-23,Morocco,Guam,0,0,FIFA World Cup qualification,Vincentbury,Lithuania,False,2013
1990-03-24,Sweden,Germany,1,1,OFC Olympic Qualifying Tournament,Johnstonchester,Bangladesh,False,2004
1990-03-24,Serbia,Bermuda,1,1,CONCACAF Gold Cup qualification,North Brian,Portugal,False,2023
1990-03-24,Guatemala,Zimbabwe,0,0,WAFU Zone B Cup,Jeffreyton,England,False,2019
1990-03-25,Mali,Moldova,1,1,OFC Nations Cup,Moralesport,Macedonia,False,2023
1990-03-25,Brazil,Nigeria,1,1,International Tournament,North Robert,Croatia,False,2018
1990-03-25,Brazil,Tajikistan,1,1,UEFA Euro,Ronaldbury,Paraguay,True,2023
1990-03-26,Italy,Serbia,1,1,WAFF Championship,New Brenda,Jersey,False,2015
1990-03-28,Myanmar,El Salvador,0,1,SAFF Championship,Muellerberg,New Zealand,False,2023
1990-03-28,Puerto Rico,Israel,1,1,CONCACAF Championship qualification,Lake Gary,Azerbaijan,False,2010
1990-03-28,Laos,Finland,6,1,OFC Nations Cup,Port Sharon,Portugal,True,2016
1990-03-28,Finland,Philippines,4,1,WAFF Championship,Jessicahaven,Spain,False,2021
1990-03-28,Macedonia,Burkina Faso,1,1,CONCACAF Gold Cup qualification,Lake Johnside,Japan,False,2021
1990-03-29,Croatia,Argentina,0,1,Olympic Games,Kristinton,Dominica,False,2024
1990-03-30,Laos,Bolivia,0,0,Tournament of Nations,Harrellstad,Slovakia,True,2019
1990-04-02,Philippines,Guam,0,1,UEFA Olympic Qualifying Tournament,Teresaton,Uzbekistan,False,2017
1990-04-02,Laos,Austria,1,0,Aphrodite Cup,Johnsonchester,Portugal,False,2015
1990-04-02,Luxembourg,Belarus,2,6,Cyprus Cup,North Elizabeth,Bulgaria,False,2022
1990-04-02,Bulgaria,Slovakia,4,0,Friendly,Port Stevenmouth,Turkey,False,2023
1990-04-03,Croatia,Ecuador,0,0,AFC Asian Cup qualification,North Courtneymouth,Jamaica,True,2022
1990-04-03,England,Jamaica,6,1,Friendly,Robertatown,Mexico,False,2024
1990-04-04,Jordan,Norway,2,0,CECAFA Championship,Tammymouth,Trinidad and Tobago,False,2014
1990-04-04,Senegal,Taiwan,1,4,U.S. Cup,East Patricialand,Czech Republic,False,2021
1990-04-04,Mauritius,Mexico,1,7,SAFF Women's Friendly Tournament,Port Marcus,Myanmar,True,2010
1990-04-05,Australia,Namibia,1,6,CAF Olympic Qualifying Tournament,New Michael,Gibraltar,False,2014
1990-04-05,Jordan,Ukraine,1,0,Island Games,Boydstad,Comoros,True,2018
1990-04-05,DR Congo,Maldives,1,10,CONCACAF Olympic Qualifying Tournament,Nelsonshire,Antigua and Barbuda,False,2021
1990-04-06,Macau,Jamaica,0,0,Southeast Asian Games,New Jacobfort,Philippines,True,2023
1990-04-06,Russia,England,0,0,Friendly,Port Dylanbury,Denmark,False,2022
1990-04-07,England,Belgium,1,0,UEFA Euro qualification,Sheffield,England,False,1990
1990-04-07,Switzerland,Italy,0,4,UEFA Euro qualification,Lugano,Switzerland,False,1990
1990-04-09,Brazil,Mauritius,0,1,CONCACAF Championship qualification,Lake Chelsealand,Uzbekistan,False,2010
1990-04-10,Aruba,DR Congo,1,0,African Championship,Michaelfurt,Thailand,False,2014
1990-04-10,Congo,Jamaica,0,5,CONCACAF Gold Cup qualification,Susanhaven,Cyprus,True,2015
1990-04-11,Austria,Mexico,1,0,EAFF Championship,West Gregory,Costa Rica,True,2015
1990-04-11,Bulgaria,Germany,1,4,UEFA Euro qualification,Sofia,Bulgaria,False,1990
1990-04-13,Japan,Philippines,0,1,WAFF Championship,West John,Trinidad and Tobago,False,2018
1990-04-15,Hungary,Austria,0,1,WAFF Championship,Jarvisfort,Namibia,False,2018
1990-04-15,Japan,France,7,1,U.S. Cup,Deniseberg,Scotland,True,2011
1990-04-16,Colombia,Greenland,1,1,AFF Championship,East Alicia,Mexico,True,2019
1990-04-17,Vietnam,Suriname,0,1,CONCACAF Championship qualification,Port Arianastad,Czech Republic,True,2015
1990-04-17,Vanuatu,Switzerland,4,0,CECAFA Championship,Stephaniebury,Uganda,False,2021
1990-04-18,Equatorial Guinea,Uzbekistan,1,4,FIFA World Cup,New Patriciaton,Latvia,True,2003
1990-04-18,Gotland,Finland,1,0,CECAFA Championship,Port Timothy,Guatemala,True,2019
1990-04-19,Burkina Faso,Costa Rica,1,3,CONCACAF Olympic Qualifying Tournament,Denniston,Scotland,False,2018
1990-04-20,Barbados,Vietnam,15,1,WAFU Zone A Cup,Nelsonside,Cyprus,True,2012
1990-04-20,Panama,Finland,1,1,SheBelieves Cup,South Reginald,Netherlands,True,2014
1990-04-20,Australia,Bangladesh,0,1,UEFA Euro qualification,Wayneton,Poland,False,2012
1990-04-20,Thailand,Panama,1,1,AFF Championship,North Jordan,Dominican Republic,True,1997
1990-04-22,Hungary,Germany,1,1,UEFA Euro qualification,Melissafort,Portugal,False,2014
1990-04-22,Guatemala,Switzerland,0,6,AFF Championship,South Robert,Denmark,False,2016
1990-04-22,Samoa,Portugal,1,0,FIFA World Cup qualification,Martinezborough,Hungary,False,2019
1990-04-23,Uzbekistan,Solomon Islands,0,1,African Championship,Jacquelinehaven,São Tomé and Príncipe,False,2007
1990-04-23,Thailand,Ethiopia,3,1,CONCACAF Championship qualification,North Michael,Austria,False,2013
1990-04-23,Germany,Venezuela,0,0,Southeast Asian Games,Lake Jaredstad,Turkey,False,2016
1990-04-23,Spain,Guinea-Bissau,4,0,Olympic Games,East Hunter,Malaysia,False,2009
1990-04-24,South Korea,Croatia,0,4,Central American Games,West Donaldhaven,Kosovo,True,1997
1990-04-24,Mexico,Taiwan,2,0,FIFA World Cup,Hurstland,Argentina,False,2024
1990-04-25,Netherlands,Brazil,2,0,Olympic Games,Reeseville,England,False,2021
1990-04-27,Italy,Denmark,0,1,WAFF Championship,Port Alexandra,Egypt,False,2018
1990-04-27,South Africa,Georgia,1,5,WAFU Zone A Cup,Martinfurt,Lebanon,False,2012
1990-04-28,Hong Kong,Portugal,0,0,FIFA World Cup qualification,South Carolhaven,Cape Verde,True,2010
1990-04-28,Denmark,Italy,1,0,UEFA Euro qualification,Vejle,Denmark,False,1990
1990-04-28,South Africa,Moldova,0,2,AFC Championship,South Davidstad,Mexico,True,2021
1990-04-29,Republic of Ireland,Netherlands,0,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,1990
1990-04-29,Czechoslovakia,Germany,0,1,UEFA Euro qualification,Frýdek-Místek,Czechoslovakia,False,1990
1990-04-30,New Caledonia,Senegal,0,1,CAF Olympic Qualifying Tournament,Anthonyberg,Cambodia,True,1999
1990-05-01,Mayotte,Philippines,1,1,AFC Olympic qualification,Port Shirley,South Korea,False,2019
1990-05-01,United States Virgin Islands,Finland,1,1,CONCACAF Gold Cup qualification,Torresmouth,El Salvador,False,2022
1990-05-01,Isle of Man,Jamaica,1,1,UEFA Euro qualification,Lake Michael,Faroe Islands,False,2021
1990-05-01,Belgium,Malawi,1,0,Friendly,Martinezton,Belgium,False,2024
1990-05-01,Malaysia,Spain,0,1,Copa América,Elizabethstad,Turkey,False,2016
1990-05-02,Brazil,Poland,4,1,CONCACAF Gold Cup qualification,Geraldmouth,Republic of Ireland,False,1993
1990-05-02,Switzerland,Spain,2,1,UEFA Euro qualification,Binningen,Switzerland,False,1990
1990-05-02,South Africa,Cuba,0,2,Goodwill Games,East Deborahland,Lithuania,True,2017
1990-05-03,Mexico,Jamaica,1,0,Friendly,Brianburgh,Finland,False,2014
1990-05-04,North Korea,Denmark,4,1,Island Games,Port Andrewfort,Argentina,True,2004
1990-05-05,Jamaica,Algeria,0,0,Friendly,Port Heathertown,Uzbekistan,False,2024
1990-05-07,Serbia,Nigeria,4,2,EAFF Championship,Dianaville,Myanmar,True,2019
1990-05-08,Iraq,Western Isles,0,5,UEFA Euro,East Deborahshire,Saint Lucia,False,2013
1990-05-09,Mali,Wales,1,1,Baltic Cup,Port Tylerside,Ivory Coast,True,2018
1990-05-11,Singapore,Hong Kong,4,1,EAFF East Asian Cup,Davisfort,North Korea,True,2019
1990-05-12,Finland,Belgium,3,0,UEFA Euro qualification,Espoo,Finland,False,1990
1990-05-12,Japan,England,2,1,Algarve Cup,South Benjaminmouth,Portugal,True,2016
1990-05-13,France,Sweden,0,2,UEFA Euro qualification,Melun,France,False,1990
1990-05-16,Japan,Niger,0,1,UEFA Euro qualification,Griffithberg,England,False,2022
1990-05-18,Mayotte,Cuba,1,0,CONCACAF Gold Cup qualification,Villanuevaview,Cyprus,False,2013
1990-05-18,Northern Mariana Islands,Germany,4,1,Aphrodite Cup,Alicefurt,Equatorial Guinea,False,2022
1990-05-18,Equatorial Guinea,Malta,1,1,CONCACAF Championship qualification,North Scottfort,Fiji,False,1999
1990-05-18,Suriname,Dominica,0,1,CONCACAF Gold Cup qualification,Parkerburgh,Brazil,False,2022
1990-05-20,Belarus,Switzerland,1,2,EAFF E-1 Championship,Julietown,Tajikistan,False,2015
1990-05-21,Burkina Faso,Finland,1,0,African Championship qualification,South Laurenberg,Portugal,True,2010
1990-05-21,Cameroon,Italy,0,4,UEFA Euro qualification,West Gregory,Poland,False,2022
1990-05-21,Prince Edward Island,Macedonia,0,2,FIFA World Cup,Jerrystad,South Africa,False,2018
1990-05-21,Brazil,South Korea,0,3,AFC Asian Cup qualification,Brittanyshire,Norway,False,2014
1990-05-23,Denmark,Switzerland,4,0,UEFA Euro qualification,Vejle,Denmark,False,1990
1990-05-24,Pakistan,Mexico,1,5,UEFA Euro qualification,Wallaceside,Vietnam,False,2022
1990-05-24,Western Isles,Costa Rica,5,4,FIFA World Cup qualification,Toddside,Uganda,False,2021
1990-05-25,China PR,Maldives,1,0,AFF Championship,Tiffanyberg,Latvia,True,2015
1990-05-25,United Arab Emirates,Finland,5,5,Southeast Asian Games,Thomasland,Malta,False,2006
1990-05-26,Hungary,Czechoslovakia,2,0,UEFA Euro qualification,Hungary,Hungary,False,1990
1990-05-26,Taiwan,Namibia,1,1,FIFA World Cup qualification,Port Matthewside,Georgia,False,2010
1990-05-27,Norway,England,2,0,UEFA Euro qualification,Klepp,Norway,False,1990
1990-05-27,Morocco,Guyana,1,0,Friendly,Johnsonshire,Curacao,False,2024
1990-05-29,Mexico,Myanmar,0,1,WAFU Zone A Cup,Davidton,Uganda,True,2011
1990-05-29,Armenia,Kazakhstan,1,1,Algarve Cup,Lake Laura,Denmark,False,2014
1990-05-30,Taiwan,Palestine,1,1,FIFA World Cup,Webbfurt,South Africa,True,2013
1990-05-30,Jordan,Hitra,1,1,AFC Asian Cup qualification,Jamesshire,Kenya,False,1997
1990-05-31,Kazakhstan,Suriname,0,0,UEFA Euro qualification,West Seth,Turkey,False,2020
1990-06-01,Armenia,Tonga,0,1,FIFA World Cup qualification,Lopezborough,England,False,2019
1990-06-02,Nigeria,Ethiopia,1,1,Olympic Games,West Laura,FR Yugoslavia,False,2022
1990-06-02,Bangladesh,Åland,0,0,UEFA Nations League,West Elizabeth,Portugal,True,2015
1990-06-02,Faroe Islands,Moldova,1,4,Malta International Tournament,East Margaret,Zimbabwe,False,2016
1990-06-03,United States,Australia,2,1,Pan American Games,South Michaelview,Uganda,False,2003
1990-06-05,Taiwan,Turkey,0,0,International Tournament,Lake Blaketown,Bulgaria,False,2015
1990-06-06,Argentina,Cape Verde,2,1,FIFA World Cup qualification,Kathrynview,China PR,False,2021
1990-06-07,Cayman Islands,Uzbekistan,4,1,CONCACAF Championship qualification,Port Davidmouth,France,False,2011
1990-06-07,Burundi,Myanmar,1,1,African Championship qualification,Kennedyton,Finland,True,2006
1990-06-08,Turkey,Belgium,0,5,Friendly,New Karenton,Mexico,False,2021
1990-06-09,Hungary,Bulgaria,2,0,UEFA Euro qualification,Hungary,Hungary,False,1990
1990-06-10,Poland,Sweden,0,2,UEFA Euro qualification,Gorzów,Poland,False,1990
1990-06-10,Kazakhstan,United States,1,1,Island Games,Jonesbury,Thailand,True,2006
1990-06-10,Zambia,North Korea,4,1,African Games,Wallerburgh,Vietnam,False,2015
1990-06-12,Samoa,Ethiopia,1,1,FIFA World Cup qualification,North Tony,Bangladesh,True,2019
1990-06-12,Kazakhstan,Gambia,1,5,Copa América,Burnsview,Macedonia,False,2012
1990-06-13,Cuba,Cook Islands,0,1,Yongchuan International Tournament,Lauraborough,Indonesia,True,2014
1990-06-13,Denmark,Spain,5,0,UEFA Euro qualification,Vejle,Denmark,False,1990
1990-06-13,Norway,Finland,4,0,UEFA Euro qualification,Porsgrunn,Norway,False,1990
1990-06-14,Mali,Netherlands,1,1,Island Games,New Jacobview,Serbia and Montenegro,False,2013
1990-06-14,Uzbekistan,South Korea,1,0,AFC Olympic Qualifying Tournament,East Morganfurt,Macedonia,True,2013
1990-06-14,Nepal,Finland,1,1,Cup of Nations,Brianview,Ivory Coast,False,2014
1990-06-14,Denmark,Dominica,0,4,Friendly,Leslieville,Georgia,False,2023
1990-06-14,Italy,Armenia,1,1,UEFA Euro qualification,East Brianberg,Tanzania,False,2016
1990-06-15,Algeria,Czech Republic,1,2,UEFA Euro qualification,West Lisaport,Serbia,False,2021
1990-06-15,South Korea,Morocco,2,1,Algarve Cup,West Faithburgh,France,False,2019
1990-06-15,Azerbaijan,Papua New Guinea,0,0,Yongchuan International Tournament,East Morgan,Northern Ireland,False,2023
1990-06-16,Bahrain,Kenya,0,1,UEFA Euro qualification,Isaacbury,Zambia,False,2020
1990-06-16,Thailand,Hong Kong,0,4,Yongchuan International Tournament,East Davidside,Hong Kong,True,2018
1990-06-17,Albania,Cuba,4,0,African Cup of Nations,Mosleyberg,Ivory Coast,True,2016
1990-06-17,Jamaica,Congo,1,8,Pan American Games,Rubioberg,Vietnam,False,2013
1990-06-18,Ukraine,Costa Rica,1,1,Gold Cup India,Smithmouth,United States,False,2010
1990-06-19,Honduras,South Africa,1,0,AFC Asian Cup qualification,Angelaside,Slovenia,False,1997
1990-06-20,Ghana,Cape Verde,0,1,Peace Queen Cup,Tracybury,Brazil,False,2013
1990-06-20,Mali,Dominican Republic,1,0,CONCACAF Gold Cup qualification,Port Courtneyview,Peru,False,2016
1990-06-23,Palestine,Wales,1,1,International Tournament,New Eric,Malta,True,2017
1990-06-24,Czech Republic,Bermuda,1,1,Friendly,Deborahport,Solomon Islands,False,2022
1990-06-24,Mali,Malta,1,0,UNAF Tournament,Anneshire,Ethiopia,False,2024
1990-06-24,China PR,Australia,1,3,Cyprus Cup,North Madelineshire,Qatar,True,2014
1990-06-25,Bangladesh,São Tomé and Príncipe,1,5,EAFF East Asian Cup,Ronaldmouth,Guyana,False,2012
1990-06-25,North Macedonia,Taiwan,0,1,Southeast Asian Games,Port Mandyfurt,Congo,True,2021
1990-06-27,Australia,Zambia,1,0,Copa América,Collinfurt,Jamaica,False,1996
1990-06-30,Gambia,Zimbabwe,1,1,Arab Cup,Krystaltown,Turkey,False,2011
1990-07-01,United States,Chile,1,5,Pacific Games,Kellyport,Guam,False,2012
1990-07-01,Austria,British Virgin Islands,1,5,Pinatar Cup,Port Glennland,Philippines,False,2004
1990-07-01,Egypt,Czech Republic,1,0,African Games,North Crystalport,Chile,False,2023
1990-07-03,Nigeria,Sri Lanka,11,0,Pink Ladies Cup,South Kristachester,Jordan,False,2024
1990-07-03,Ukraine,Armenia,1,1,Turkish Women's Cup,East Reneechester,Malta,False,2016
1990-07-06,Mongolia,Iceland,2,1,Women's Revelations Cup,Port Staceybury,Greece,True,2013
1990-07-06,Spain,Turks and Caicos Islands,6,5,EAFF East Asian Cup,Meganfurt,Italy,False,2014
1990-07-08,Zambia,Russia,1,1,AFC Asian Cup,Johnsonport,Netherlands,True,2018
1990-07-08,Norway,Portugal,1,1,AFC Olympic Qualifying Tournament,Hansenview,Tajikistan,False,2014
1990-07-08,Northern Ireland,Slovenia,2,0,African Cup of Nations qualification,North Spencer,Haiti,False,1994
1990-07-09,Bolivia,Ecuador,1,5,Friendly,Nicholasfurt,England,False,2023
1990-07-09,Denmark,France,1,1,FIFA World Cup qualification,Jessicafort,South Africa,False,2015
1990-07-11,Dominica,Poland,1,3,Friendly,Lake Scott,Greece,False,2023
1990-07-11,Nepal,Brazil,0,1,CONCACAF Championship qualification,New Wendybury,Netherlands,True,2013
1990-07-11,Åland,South Africa,4,1,Olympic Games,Lake Nicole,Philippines,False,1995
1990-07-11,Vietnam,Indonesia,0,1,CONCACAF Gold Cup qualification,Port Caitlinmouth,Laos,False,2007
1990-07-12,Belarus,Solomon Islands,4,1,AFC Championship,Tamaraville,Portugal,True,2022
1990-07-12,Argentina,Italy,0,1,African Championship qualification,Lake Devin,Belarus,False,2012
1990-07-13,Kazakhstan,Slovakia,1,0,WAFU Zone A Cup,East Alexanderland,Portugal,True,2021
1990-07-13,Malawi,Kyrgyzstan,1,0,Turkish Women's Cup,North Jennifer,Denmark,True,2003
1990-07-14,Ivory Coast,Chile,5,1,WAFF Championship,Anthonyburgh,Northern Ireland,False,2015
1990-07-15,Portugal,Greece,1,0,Friendly,North Vernonfort,Dominican Republic,False,2022
1990-07-15,Bulgaria,Aruba,1,1,CONCACAF Championship qualification,Patrickborough,Turks and Caicos Islands,False,2021
1990-07-16,Isle of Man,Malta,1,0,Olympic Games,East Julieside,Saudi Arabia,True,2018
1990-07-16,Faroe Islands,Hitra,0,2,Inter Games,Mccallborough,Sierra Leone,True,2001
1990-07-16,El Salvador,Guatemala,1,3,Armenia International Friendly Tournament,Littleville,Cayman Islands,False,2015
1990-07-17,Sierra Leone,Zambia,0,1,CONCACAF Gold Cup qualification,Clarkfort,Spain,False,2016
1990-07-18,South Africa,Lebanon,1,3,UEFA Euro qualification,Armstrongberg,Nepal,False,1998
1990-07-18,Jordan,Bahamas,1,1,Olympic Games,Port Stephanie,Turkey,False,2018
1990-07-18,Croatia,Burkina Faso,1,1,CONCACAF Olympic Qualifying Tournament qualification,Port Masonland,Moldova,False,2022
1990-07-18,Bosnia and Herzegovina,Nigeria,0,0,African Championship qualification,Anthonyborough,Rwanda,False,2021
1990-07-19,Costa Rica,South Korea,1,1,Southeast Asian Games,Port Nathanborough,Belarus,True,2019
1990-07-19,Mauritius,Gambia,0,0,AFC Olympic Qualifying Tournament,Roweborough,Morocco,False,2018
1990-07-22,Nepal,Denmark,6,10,COSAFA Championship,Flemingborough,Vietnam,True,2002
