date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
1977-06-11,Italy,Mexico,1,1,FIFA World Cup qualification,Ortizville,Australia,False,2024
1977-06-11,France,United States Virgin Islands,1,4,Olympic qualifyication,North Garystad,Czech Republic,True,2023
1977-06-13,United States,New Zealand,4,4,FIFA World Cup qualification,Lake Teresaside,Spain,True,2012
1977-06-13,Brazil,Canada,1,1,Olympic Games,North Dawn,Macedonia,True,2019
1977-06-13,Thailand,Honduras,1,0,UEFA Euro qualification,Martinezbury,Laos,False,2022
1977-06-14,Northern Ireland,Slovakia,1,1,FIFA World Cup qualification,Brianport,Uzbekistan,True,2023
1977-06-14,Ukraine,Mexico,1,1,CONCACAF Championship qualification,Port Jason,Isle of Man,True,2019
1977-06-15,India,India,1,4,FIFA World Cup qualification,Jacksontown,Sri Lanka,False,2021
1977-06-15,Australia,Senegal,0,5,FIFA World Cup,Ramirezview,Guatemala,False,2023
1977-06-17,South Africa,Laos,2,1,Asian Games,West Christopherton,Montenegro,False,2019
1977-06-17,Italy,Norway,0,1,African Games,South Cody,South Africa,True,2023
1977-06-18,Uzbekistan,Papua New Guinea,0,4,AFC Olympic qualification,Simpsonside,Liechtenstein,True,2022
1977-06-18,Ghana,India,0,1,Asian Games,Davisborough,Macedonia,True,2022
1977-06-18,Aruba,Italy,1,0,FIFA World Cup qualification,Francesville,Mongolia,False,2021
1977-06-19,Mauritania,Ynys Môn,1,5,FIFA World Cup qualification,East Larry,Northern Ireland,True,2011
1977-06-20,Czech Republic,Canada,1,4,CONCACAF Championship qualification,Port Bethany,Mexico,True,2022
1977-06-21,Netherlands,Uruguay,0,1,OFC Nations Cup qualification,Martinezland,Grenada,False,2021
1977-06-21,Republic of Ireland,South Korea,0,0,EAFF E-1 Championship,Normanstad,Cayman Islands,True,2020
1977-06-21,Azerbaijan,Guatemala,1,0,Asian Games,North Joshua,Ukraine,False,2023
1977-06-21,United States,Jordan,0,0,OFC Nations Cup,Santosside,Nigeria,False,2019
1977-06-22,Germany,Slovakia,0,0,EAFF East Asian Cup,Williamfurt,Argentina,True,2022
1977-06-22,Bahamas,Qatar,1,5,CONCACAF Championship qualification,Warnerberg,Rwanda,False,2007
1977-06-23,Luxembourg,Jamaica,3,0,AFC Olympic Qualifying Tournament,North James,Switzerland,True,2020
1977-06-24,Namibia,Jamaica,1,1,Copa América,South Randy,Georgia,False,2024
1977-06-24,Mexico,Egypt,2,1,Island Games,Mariaville,Benin,False,2019
1977-06-24,Saint Kitts and Nevis,Jamaica,0,0,FIFA World Cup qualification,New Jamesfort,Uganda,True,2022
1977-06-25,Austria,Russia,6,0,Australian Cup,Jenningsberg,Romania,True,2018
1977-06-25,Peru,Tanzania,0,0,Olympic qualification,New Heatherhaven,Faroe Islands,False,2019
1977-06-25,Guyana,Antigua and Barbuda,0,0,Friendly,West Alexandra,France,False,2022
1977-06-25,Mali,North Korea,0,5,FIFA World Cup qualification,North Michelleton,Australia,False,2007
1977-06-27,Scotland,Netherlands,0,1,COSAFA Championship,Novakville,Fiji,True,2019
1977-06-28,North Korea,Mexico,0,0,CONCACAF Championship qualification,East Collin,Qatar,True,2018
1977-06-28,China PR,Ivory Coast,0,5,African Championship qualification,Sheilastad,Italy,False,2008
1977-06-29,Luxembourg,Solomon Islands,0,1,FIFA World Cup qualification,Grantport,Canada,True,2013
1977-06-30,Ynys Môn,Congo,1,4,Friendly,Palmertown,Republic of Ireland,False,2022
1977-06-30,Germany,Denmark,0,5,Pink Ladies Cup,Jamesborough,Thailand,True,2011
1977-07-01,Northern Ireland,Norway,1,0,FIFA World Cup,Johnchester,Mexico,False,2022
1977-07-01,Armenia,Netherlands,0,0,African Championship qualification,Daniellechester,Mexico,True,2023
1977-07-02,Colombia,Slovakia,0,1,CONCACAF Gold Cup qualification,South Alicia,Sweden,False,2011
1977-07-03,China PR,Norway,0,3,UNIFFAC Cup,Reginaldmouth,Australia,False,2024
1977-07-03,Angola,Norway,1,0,Copa América,Joannaburgh,Cambodia,True,2000
1977-07-04,Laos,Mexico,1,3,FIFA World Cup qualification,Kimberlyfurt,Moldova,False,2023
1977-07-04,Zimbabwe,Spain,1,5,FIFA World Cup qualification,New Lisa,South Africa,True,2020
1977-07-04,Malawi,Vietnam,2,0,EAFF Championship,Jamesport,New Caledonia,True,2021
1977-07-05,Greenland,Colombia,1,10,UEFA Nations League,Alexanderbury,Equatorial Guinea,True,2019
1977-07-05,Anguilla,Armenia,3,5,FIFA World Cup qualification,North Kimberlyberg,Colombia,True,2011
1977-07-05,Jordan,Sudan,1,4,Inter Games,Frederickstad,Moldova,True,2022
1977-07-06,Chad,Hungary,1,5,Island Games,Matthewsland,Cameroon,False,2018
1977-07-06,Costa Rica,Kazakhstan,1,4,COSAFA Championship,East Patrick,England,False,2012
1977-07-06,Zanzibar,Brazil,1,5,UEFA Euro,Port John,France,True,2018
1977-07-07,Netherlands,South Korea,1,0,SheBelieves Cup,South Laurenfurt,Germany,False,2019
1977-07-08,Aruba,Bahrain,0,0,Aphrodite Cup,Jimenezview,Macedonia,False,2016
1977-07-08,Finland,Sweden,0,4,Nordic Championship,Mariehamn,Finland,False,1977
1977-07-09,Croatia,Russia,0,1,FIFA World Cup qualification,New Jessicaview,Cyprus,True,2018
1977-07-09,Syria,Papua New Guinea,1,0,CONCACAF Championship qualification,Hooverside,Ethiopia,True,2008
1977-07-09,Mexico,Japan,5,1,AFF Championship,Chelseafurt,Bulgaria,False,2023
1977-07-09,Denmark,Sweden,0,1,Nordic Championship,Mariehamn,Finland,True,1977
1977-07-10,Finland,Denmark,0,1,Nordic Championship,Mariehamn,Finland,False,1977
1977-07-11,Chad,Belgium,2,0,Asian Games,Albertport,Pakistan,False,2023
1977-07-13,Mexico,Armenia,0,1,Friendly,Joyceshire,Jordan,False,2024
1977-07-13,Uruguay,Russia,1,4,COSAFA Championship,Port Evanhaven,Guam,False,2022
1977-07-13,Mexico,Czech Republic,0,1,COSAFA Championship,Shawnfort,Austria,False,2021
1977-07-13,Poland,Italy,0,1,FIFA World Cup qualification,Christinaview,Bolivia,False,2024
1977-07-13,Croatia,Thailand,1,1,African Cup of Nations,Moyerhaven,Turkey,False,2011
1977-07-14,Botswana,Jersey,0,4,Asian Games,Antonioton,Croatia,True,2023
1977-07-15,Ecuador,Gotland,0,0,Copa América,Markport,Northern Ireland,True,2019
1977-07-15,Cameroon,Czech Republic,1,1,FIFA World Cup,Lake Mauricechester,South Africa,True,1995
1977-07-17,Finland,Trinidad and Tobago,6,10,AFC Olympic Qualifying Tournament,West Jonathanstad,Brazil,True,2019
1977-07-18,Grenada,Bangladesh,1,0,COSAFA Championship,North Christineburgh,El Salvador,False,2019
1977-07-19,Ghana,Burkina Faso,1,0,AFC Championship,Garyland,Colombia,False,2016
1977-07-21,Curacao,Nicaragua,0,0,FIFA World Cup,Davisbury,New Caledonia,False,2020
1977-07-21,Belarus,Romania,1,0,Friendly,Lake Annettestad,Malaysia,False,2022
1977-07-22,Iceland,Zanzibar,0,5,UEFA Euro,West Benjamin,Croatia,True,2019
1977-07-23,Laos,Haiti,1,1,Algarve Cup,New Richardtown,Cyprus,False,2023
1977-07-24,Curacao,Namibia,0,0,Yongchuan International Tournament,South Nicholas,Spain,True,2014
1977-07-24,United States,Tunisia,0,0,Central American Games,South Antonio,Egypt,False,2012
1977-07-25,United States,Brazil,1,5,FIFA World Cup qualification,Port Angela,Suriname,False,2022
1977-07-26,Estonia,Papua New Guinea,2,1,Asian Games,Lopezborough,Estonia,False,2002
1977-07-26,Ghana,Slovenia,0,0,FIFA World Cup qualification,Lewisside,Jamaica,False,2019
1977-07-28,Ethiopia,Dominica,1,4,Olympic Games,Nicolehaven,Ivory Coast,False,2019
1977-07-28,Croatia,Mauritius,0,1,Central American and Caribbean Games,South Williamchester,Greece,True,2024
1977-07-28,Solomon Islands,Armenia,0,1,International Tournament,Randallport,Saudi Arabia,False,2020
1977-07-28,Chile,Iran,0,5,Island Games,North Trevormouth,Faroe Islands,False,2019
1977-07-28,United Arab Emirates,Bahamas,0,5,African Championship qualification,Daisymouth,South Africa,False,2022
1977-07-29,DR Congo,South Korea,1,1,African Championship qualification,South Alejandraview,Russia,True,2022
1977-07-29,Israel,Bolivia,1,0,Baltic Cup,Michaelton,Cameroon,False,2022
1977-07-29,Singapore,Bulgaria,1,4,CONCACAF Championship qualification,Fitzgeraldborough,North Macedonia,False,2022
1977-07-29,Wales,Jamaica,1,1,FIFA World Cup qualification,West Heatherton,Georgia,False,2023
1977-07-30,Kosovo,Ecuador,0,2,FIFA World Cup qualification,Thompsonview,Saudi Arabia,False,2022
1977-07-30,United States,Switzerland,1,0,COSAFA Championship,Port Erikberg,Malaysia,False,2023
1977-07-31,Faroe Islands,Scotland,4,1,CONCACAF Gold Cup,New Bretthaven,Estonia,True,2018
1977-08-01,Colombia,Ivory Coast,0,1,SAFF Championship,Lake Matthew,Trinidad and Tobago,False,2020
1977-08-02,Brazil,Romania,1,1,FIFA World Cup qualification,Jasonshire,South Africa,False,2011
1977-08-02,Taiwan,Indonesia,5,0,AFC Championship,Taipei,Taiwan,False,1977
1977-08-02,Solomon Islands,Myanmar,0,5,Friendly,West Jason,Tunisia,False,2021
1977-08-03,Thailand,Singapore,2,0,AFC Championship,Taipei,Taiwan,True,1977
1977-08-03,Argentina,Lithuania,1,0,CONCACAF Championship qualification,East Richardmouth,Saudi Arabia,False,2024
1977-08-04,Philippines,Bulgaria,1,0,Istria Cup,South Anthony,Saudi Arabia,False,2020
1977-08-04,Myanmar,Italy,1,0,FIFA World Cup qualification,West Sean,Republic of Ireland,False,2015
1977-08-05,Puerto Rico,Canada,0,0,Asian Games,Bradyfurt,Nicaragua,False,2023
1977-08-05,Indonesia,Japan,1,0,AFC Championship,Taipei,Taiwan,True,1977
1977-08-05,Thailand,Hong Kong,5,0,AFC Championship,Taipei,Taiwan,True,1977
1977-08-06,Nepal,North Korea,0,5,CONCACAF Gold Cup qualification,Dakotahaven,Qatar,True,2020
1977-08-06,Curacao,Guatemala,0,4,African Championship qualification,East Christopher,Canada,True,2018
1977-08-06,Estonia,Curaçao,0,1,Island Games,Harrisonshire,Estonia,True,2022
1977-08-07,Taiwan,Japan,7,0,AFC Championship,Taipei,Taiwan,False,1977
1977-08-07,Albania,France,0,0,CONCACAF Championship qualification,Megantown,Bosnia and Herzegovina,True,2018
1977-08-07,Papua New Guinea,Denmark,0,10,Arab Championship,Hernandezmouth,Germany,False,1992
1977-08-07,Singapore,Hong Kong,1,0,AFC Championship,Taipei,Taiwan,True,1977
1977-08-08,Rwanda,Nigeria,0,0,AFC Championship,Bauerchester,Myanmar,True,2000
1977-08-08,Uganda,Uruguay,11,1,Finalissima,Amberchester,Cyprus,False,2011
1977-08-09,Thailand,Indonesia,2,1,AFC Championship,Taipei,Taiwan,True,1977
1977-08-09,Taiwan,Singapore,3,0,AFC Championship,Taipei,Taiwan,False,1977
1977-08-09,Philippines,Chile,0,1,Algarve Cup,Martintown,Uzbekistan,True,2019
1977-08-11,Taiwan,Thailand,1,0,AFC Championship,Taipei,Taiwan,False,1977
1977-08-11,Singapore,Indonesia,2,0,AFC Championship,Taipei,Taiwan,True,1977
1977-08-12,England,Montenegro,1,1,COSAFA Championship,Katherinemouth,Saint Vincent and the Grenadines,False,2022
1977-08-12,Jamaica,Belgium,1,0,OFC Nations Cup,North Ryanside,Vietnam,False,2023
1977-08-12,Mauritius,France,4,1,Olympic qualifyication,Jenkinsburgh,Cameroon,True,2019
1977-08-13,Australia,Slovakia,0,0,AFC Olympic Qualifying Tournament,West Gilbertborough,Bulgaria,False,2022
1977-08-14,Serbia,New Zealand,1,5,Indian Ocean Island Games,South Thomastown,Austria,True,2018
1977-08-14,Hong Kong,Tajikistan,0,1,SAFF Championship,Garciahaven,Algeria,True,2020
1977-08-15,Cape Verde,Menorca,1,4,Inter Games,Tannerside,Republic of Ireland,True,2009
1977-08-16,Netherlands,Guinea-Bissau,2,2,FIFA World Cup qualification,Coopershire,United States,False,2019
1977-08-16,Canada,Russia,1,1,Copa América,Garrettfurt,England,True,2020
1977-08-17,Bhutan,Senegal,0,0,SAFF Championship,New Eric,Zimbabwe,False,2019
1977-08-18,China PR,Macau,1,0,COSAFA Championship,Vanessabury,Algeria,False,2024
1977-08-18,Brazil,Israel,0,1,FIFA World Cup qualification,West Christinehaven,South Africa,True,2018
1977-08-18,Ivory Coast,Bhutan,1,4,Asian Games,Port Julian,Denmark,False,2011
1977-08-19,Mexico,Tunisia,1,0,FIFA World Cup qualification,North Stuartport,United Arab Emirates,False,2020
1977-08-19,Togo,Cameroon,0,0,OFC Championship,Kimberlyfurt,Guernsey,True,2022
1977-08-20,Mozambique,Azerbaijan,0,1,African Championship qualification,Lake Kaitlyn,Guatemala,True,2019
1977-08-20,Norway,Tunisia,1,2,Malta International Tournament,West Maryside,Ukraine,False,2022
1977-08-21,Georgia,Finland,0,0,OFC Championship,New Scott,Egypt,True,2019
1977-08-21,Ukraine,Guernsey,0,1,Cyprus Cup,South Michael,Uzbekistan,True,2022
1977-08-22,France,Israel,0,0,Four Nations Tournament,West Paulport,Spain,True,2024
1977-08-23,Uruguay,Lithuania,1,1,FIFA World Cup qualification,Andrewsstad,Germany,False,2021
1977-08-25,Czech Republic,Guinea,0,4,FIFA World Cup qualification,Mooreburgh,Bosnia and Herzegovina,False,2024
1977-08-26,Botswana,Slovenia,0,5,FIFA World Cup,Williamsville,South Africa,True,2020
1977-08-26,Czech Republic,Norway,1,2,COSAFA Championship,Heathershire,Saudi Arabia,False,2017
1977-08-27,Taiwan,Mauritius,1,0,Asian Games,North Reginald,Andorra,False,2018
1977-08-28,Brazil,Bonaire,0,4,FIFA World Cup qualification,Ramirezburgh,Turkey,False,2018
1977-08-28,Ivory Coast,Hungary,0,5,International Tournament,Gonzalezton,Bulgaria,False,2023
1977-08-29,Senegal,Switzerland,0,0,FIFA World Cup qualification,Mendezberg,Canada,False,2022
1977-08-31,Jamaica,Peru,0,0,CONCACAF Gold Cup qualification,Ericatown,Spain,True,2019
1977-09-01,Saint Kitts and Nevis,Gotland,3,5,WAFU Zone A Cup,Mendozaland,Rwanda,True,2018
1977-09-01,Bosnia and Herzegovina,Jamaica,0,1,Cyprus Cup,Davidtown,Turkey,True,2018
1977-09-02,Malta,Senegal,0,0,Copa América,Port Tammymouth,New Zealand,True,2020
1977-09-02,Haiti,Norway,1,0,Caribbean Queen's Friendly Tournament,North Joseph,Saudi Arabia,True,2022
1977-09-02,Jersey,Norway,1,1,SAFF Championship,Carrillofurt,Saint Lucia,True,2022
1977-09-02,China PR,Tahiti,0,9,EAFF E-1 Championship qualification,Jenkinsland,Saudi Arabia,False,2024
1977-09-02,Luxembourg,Norway,0,0,Copa América,Gailhaven,Colombia,True,2012
1977-09-02,Slovakia,Djibouti,10,0,FIFA World Cup qualification,North Matthewland,Canada,True,2020
1977-09-03,Netherlands,FR Yugoslavia,1,5,Turkish Women's Cup,Crawfordmouth,Cyprus,True,2019
1977-09-03,Seychelles,Senegal,5,0,SheBelieves Cup,New Timothychester,South Africa,True,2019
1977-09-03,Isle of Man,Fiji,10,0,AFC Championship,Matthewshire,New Zealand,True,2007
1977-09-03,Malta,Russia,0,4,WAFF Championship,Port Connormouth,Rwanda,False,2021
1977-09-03,Mozambique,Trinidad and Tobago,2,4,CONCACAF Gold Cup qualification,Lake Juliatown,Philippines,True,2022
1977-09-04,Brazil,Thailand,1,2,UEFA Nations League,Seanview,Cyprus,True,2022
1977-09-06,Republic of Ireland,England,1,5,FIFA World Cup qualification,Dudleyland,Northern Ireland,False,2008
1977-09-06,Tunisia,Netherlands,1,0,AFF Championship,Lindsayberg,Zimbabwe,True,2012
1977-09-07,United Arab Emirates,Palestine,0,0,Mundialito,Miketon,South Africa,True,2019
1977-09-07,England,Malawi,1,4,CONCACAF Pre-Olympic Tournament qualification,Blackton,South Africa,False,2022
1977-09-07,Montenegro,Jamaica,0,0,UEFA Euro,New Austintown,Senegal,True,2022
1977-09-07,Finland,Aruba,0,0,African Cup of Nations,Ryanmouth,South Africa,True,2019
1977-09-08,Haiti,Vietnam,5,4,FIFA World Cup qualification,Garzaland,Tanzania,True,2019
1977-09-09,Denmark,Algeria,0,0,CONCACAF Gold Cup qualification,Doyleville,Israel,True,2022
1977-09-10,Norway,Argentina,1,4,UEFA Euro qualification,Moranbury,France,False,2019
1977-09-10,Belgium,Madagascar,4,5,EAFF Championship,North James,Belarus,False,2011
1977-09-10,Luxembourg,Mauritius,0,0,AFC Asian Cup,Lake Diane,Cyprus,False,2021
1977-09-10,Czech Republic,Cayman Islands,0,0,Central American Games,South Julieview,Canada,False,2019
1977-09-12,Costa Rica,Cuba,0,0,FIFA World Cup,New Chadberg,Curaçao,True,2019
1977-09-12,India,Iran,1,5,CONCACAF Gold Cup qualification,Port Debratown,Croatia,False,2018
1977-09-13,Senegal,Slovakia,0,0,Turkish Women's Cup,Olsenside,Vietnam,True,2024
1977-09-13,New Caledonia,Angola,0,1,FIFA World Cup qualification,Michellefort,Dominican Republic,False,2017
1977-09-13,Ukraine,Solomon Islands,0,1,Gold Cup India,Lake Katelynville,Réunion,True,2020
1977-09-14,England,Norway,0,2,AFC Asian Cup qualification,North Brendanfurt,New Caledonia,True,2020
1977-09-14,Romania,Norway,0,0,CONCACAF Championship qualification,South Samuel,FR Yugoslavia,True,2021
1977-09-14,Mali,Canada,1,4,FIFA World Cup qualification,West Christinafort,Niger,True,2019
1977-09-16,Uzbekistan,Thailand,5,5,Istria Cup,South Saraburgh,South Africa,True,2007
1977-09-16,Italy,Iran,0,5,COSAFA Championship,Jamesburgh,Northern Ireland,True,2012
1977-09-17,Costa Rica,France,1,0,EAFF E-1 Championship,Shahville,China PR,True,2011
1977-09-17,England,Andorra,0,1,UEFA Euro qualification,Port Caleb,Anguilla,True,2019
1977-09-18,Australia,North Korea,1,1,CONCACAF Gold Cup qualification,North John,Malaysia,False,2022
1977-09-18,Romania,Lithuania,0,1,WAFF Championship,Munozstad,Laos,True,2008
1977-09-18,Poland,Saint Vincent and the Grenadines,5,4,UEFA Euro qualification,Jonesfurt,England,False,1993
1977-09-19,Denmark,Slovenia,1,5,Arab Cup,Whitefurt,Hungary,False,1993
1977-09-20,Germany,Czech Republic,0,0,EAFF E-1 Championship qualification,Ronaldchester,Cambodia,True,2019
1977-09-21,Denmark,England,0,0,FIFA World Cup qualification,New Kristen,South Africa,False,2019
1977-09-23,Guam,Peru,0,1,WAFU Zone A Cup,Port Harry,Egypt,False,2020
1977-09-23,Moldova,China PR,0,0,FIFA World Cup qualification,Reginaport,New Zealand,False,2016
1977-09-24,Ghana,El Salvador,1,1,WAFU Zone A Cup,South Katie,Croatia,True,2011
1977-09-26,England,Hungary,0,1,WAFU Zone A Cup,North Jasonbury,Greece,True,2020
1977-09-28,Slovenia,Iran,0,1,OFC Nations Cup,New Mariafurt,China PR,False,2022
1977-09-28,Grenada,Germany,0,0,African Games,Lake Brett,South Africa,True,2019
1977-09-28,China PR,United States,1,3,FIFA World Cup qualification,Aaronbury,Switzerland,False,2020
1977-09-28,Laos,Chile,6,0,CONCACAF Championship qualification,Lake Adrianville,Uzbekistan,True,2024
1977-09-30,Djibouti,Mexico,1,9,MS&AD Cup,West Rebeccachester,Croatia,False,2022
1977-10-01,Spain,Dominica,0,1,FIFA World Cup qualification,Michaelbury,Mexico,False,2023
1977-10-02,Guam,England,0,0,Turkish Women's Cup,Jenningsberg,Liberia,True,2019
1977-10-02,Ivory Coast,Estonia,1,0,AFC Asian Cup qualification,Hutchinsonport,Greece,True,2020
1977-10-02,Libya,Peru,10,0,COSAFA Championship,South Gracefurt,Ivory Coast,True,2019
1977-10-03,Turkey,Japan,5,1,International Tournament,Johnmouth,Portugal,False,2022
1977-10-03,Solomon Islands,Armenia,1,5,SAFF Championship,West Robert,Mexico,False,2019
1977-10-04,Denmark,Iraq,6,4,Pacific Games,Lake Jason,China PR,True,2018
1977-10-04,Switzerland,Jamaica,1,0,African Championship qualification,New Monicatown,Rwanda,False,2010
1977-10-04,Bermuda,Thailand,1,6,Friendly,Kimberlyborough,Jamaica,False,2022
1977-10-04,Dominican Republic,Pakistan,1,5,VisitMalta Women's Trophy,West Kathryn,Taiwan,False,1999
1977-10-05,Malaysia,Switzerland,0,1,UNAF Tournament,Lake Amyport,Cyprus,True,2014
1977-10-05,Mexico,Albania,0,0,African Championship qualification,Traceymouth,Australia,False,2024
1977-10-05,Isle of Wight,Kazakhstan,3,10,Indian Ocean Island Games,East Suzanneside,Trinidad and Tobago,True,2011
1977-10-05,Philippines,Mayotte,0,5,Asian Games,West Kellystad,Portugal,True,2023
1977-10-06,North Korea,Romania,3,1,AFC Asian Cup qualification,Riveramouth,Italy,False,2002
1977-10-06,Wales,Rhodes,1,1,African Cup of Nations qualification,New Benjaminton,Ecuador,False,2023
1977-10-07,Japan,Malta,2,5,African Championship,Pricefurt,Colombia,True,2019
1977-10-08,Australia,Myanmar,0,1,Inter Games,Colinshire,New Zealand,True,2020
1977-10-09,Hitra,Martinique,0,3,FIFA World Cup qualification,Pereztown,Cyprus,False,2020
1977-10-09,Poland,Norway,1,0,Turkish Women's Cup,Port Austinbury,Suriname,True,2019
1977-10-10,Austria,Jordan,0,1,FIFA World Cup qualification,Shawnfort,Turkey,False,2022
1977-10-10,Zimbabwe,Brazil,2,1,CAF Olympic Qualifying Tournament,South Jessica,India,False,2022
1977-10-11,Panama,Vanuatu,1,1,UEFA Euro qualification,New James,Jamaica,False,2022
1977-10-11,American Samoa,Jordan,1,0,African Championship,Schaeferton,Peru,False,2024
1977-10-12,Slovenia,Bosnia and Herzegovina,5,0,FIFA World Cup qualification,Davidville,South Korea,False,2017
1977-10-12,Kosovo,Botswana,6,0,FIFA World Cup qualification,North Johaven,Faroe Islands,True,2019
1977-10-14,United Arab Emirates,Peru,3,5,FIFA World Cup qualification,Edwardland,Zambia,False,2023
1977-10-14,Hitra,Norway,4,0,Asian Games,Port James,Slovenia,True,2012
1977-10-15,Norway,Argentina,1,0,Gold Cup India,Smithshire,Laos,False,2022
1977-10-16,Botswana,North Macedonia,1,1,Caribbean Queen's Friendly Tournament,Phillipsport,Spain,False,2004
1977-10-16,Lebanon,Sri Lanka,0,1,FIFA World Cup qualification,Port Rogerview,Republic of Ireland,False,2022
1977-10-16,Croatia,Saint Vincent and the Grenadines,1,0,International Tournament,Port Angela,Thailand,False,2018
1977-10-16,Algeria,Ethiopia,0,5,FIFA World Cup qualification,Port Donaldhaven,Northern Ireland,False,2020
1977-10-17,Italy,Israel,1,0,Baltic Cup,Lake Scott,Equatorial Guinea,True,2020
1977-10-17,South Africa,Hungary,0,0,AFF Championship,South Alan,Chile,True,2023
1977-10-17,Laos,Italy,0,4,SheBelieves Cup,Patrickton,Bulgaria,False,2022
1977-10-17,Italy,Zambia,0,0,Cyprus Cup,Blakeburgh,Uzbekistan,True,2020
1977-10-18,Italy,Italy,0,0,AFC Asian Cup qualification,New Mark,United States,False,2023
1977-10-22,Western Isles,Tonga,2,10,AFC Olympic Qualifying Tournament,Juareztown,China PR,True,2006
1977-10-22,Germany,Zanzibar,0,1,Asian Games,Ernestmouth,Canada,False,2022
1977-10-22,China PR,Cuba,0,0,UEFA Nations League,Port Matthew,Cape Verde,False,2022
1977-10-22,Czech Republic,Canada,0,10,African Championship qualification,Port Valerie,Gambia,False,2022
1977-10-23,Uzbekistan,Nigeria,0,5,UEFA Nations League,North Charlesberg,Jordan,False,2024
1977-10-23,United Arab Emirates,Macedonia,0,0,Olympic Games,Port Alyssastad,Fiji,False,2024
1977-10-24,Burkina Faso,Uzbekistan,2,5,Algarve Cup,South Scottberg,Tajikistan,True,2019
1977-10-25,England,Nepal,1,1,UNIFFAC Cup,East Natasha,Denmark,False,2023
1977-10-25,Jersey,American Samoa,2,4,Central American and Caribbean Games,Kristiemouth,Malaysia,False,2024
1977-10-25,Uruguay,Tanzania,1,5,Copa América,Davishaven,Zimbabwe,False,2018
1977-10-25,Dominica,South Korea,0,2,CONCACAF Gold Cup qualification,North David,Nicaragua,True,2019
1977-10-25,Gambia,Lesotho,4,0,FIFA World Cup qualification,Port Sophia,South Korea,False,2022
1977-10-26,France,Moldova,0,1,AFF Championship,New Kevin,China PR,False,2022
1977-10-27,Italy,Guinea,2,0,FIFA World Cup qualification,North Danielshire,Australia,True,2008
1977-10-27,Costa Rica,Djibouti,1,5,Four Nations Tournament,Martinezton,Romania,False,2024
1977-10-28,Grenada,Guam,3,5,Copa América,West Carrieland,Paraguay,False,2021
1977-10-28,Rwanda,Germany,0,0,International Tournament,Johnshire,New Zealand,False,2020
1977-10-29,Gotland,Palestine,1,0,CONCACAF Championship qualification,Samuelborough,Tanzania,False,2022
1977-10-29,Faroe Islands,Bhutan,4,1,FIFA World Cup qualification,New William,South Africa,True,2019
1977-10-30,Myanmar,Nepal,0,0,Friendly,Christopherfurt,Moldova,False,2015
1977-10-31,Jamaica,New Caledonia,0,5,Baltic Cup,Karenfurt,Mexico,False,2000
1977-11-01,China PR,Mexico,0,1,FIFA World Cup qualification,Isaacville,Lebanon,False,2020
1977-11-01,Indonesia,India,0,0,CONCACAF Championship qualification,West Lindaburgh,Pakistan,True,2011
1977-11-01,Switzerland,Spain,1,0,CONCACAF Championship qualification,Madisonbury,Rwanda,True,2018
1977-11-01,Cameroon,Bosnia and Herzegovina,0,1,FIFA World Cup qualification,Patelmouth,Russia,False,2022
1977-11-01,Japan,South Korea,0,0,AFF Championship,Gonzalesside,Dominican Republic,True,2020
1977-11-01,Netherlands,Guam,0,0,FIFA World Cup qualification,Bartlettberg,Italy,True,2023
1977-11-01,Serbia,Albania,4,4,COSAFA Championship,Ramirezshire,Montenegro,False,2022
1977-11-03,Tunisia,Jordan,1,1,FIFA World Cup qualification,Vanessachester,South Africa,False,2022
1977-11-03,Belgium,Mexico,0,0,FIFA World Cup qualification,Florestown,Portugal,True,2022
1977-11-04,North Korea,Russia,1,0,Pan American Games,Bryanland,Trinidad and Tobago,True,2016
1977-11-04,Nicaragua,Mexico,0,5,FIFA World Cup qualification,New Ruthburgh,Malta,False,2019
1977-11-06,Costa Rica,Norway,1,1,Arab Cup,Barkerside,Romania,False,2009
1977-11-08,Italy,Canada,0,4,AFC Olympic Qualifying Tournament,Lucasstad,Algeria,False,2016
1977-11-08,Czechoslovakia,Comoros,5,0,African Championship qualification,New Leslie,DR Congo,False,2011
1977-11-09,Italy,Afghanistan,4,1,Four Nations Tournament,East Ruben,Estonia,False,2018
1977-11-09,Guernsey,Peru,0,1,CONCACAF Championship qualification,Lake Peggychester,Saint Vincent and the Grenadines,True,2021
1977-11-09,Rhodes,Rwanda,0,0,FIFA World Cup qualification,East Benjaminfort,Mexico,True,2018
1977-11-10,Italy,Eswatini,2,1,Peace Queen Cup,West Ebonymouth,Guernsey,True,2018
1977-11-10,Panama,Taiwan,0,0,South Asian Games,Mitchellmouth,Jamaica,False,2022
1977-11-11,Bhutan,Palestine,0,5,Yongchuan International Tournament,South Rhonda,China PR,True,2019
1977-11-11,Italy,Colombia,10,4,AFC Olympic Qualifying Tournament,New Kevintown,North Macedonia,True,2009
1977-11-12,Luxembourg,Jordan,0,1,AFC Olympic Qualifying Tournament,West Walterfurt,Montenegro,False,2012
1977-11-13,Belgium,Russia,2,5,FIFA World Cup qualification,Donovanfort,Slovenia,True,2012
1977-11-13,Romania,Japan,0,0,COSAFA Championship,West Benjamin,Canada,True,2019
1977-11-14,Bolivia,Malawi,1,4,FIFA World Cup qualification,Krystalshire,Canada,True,2011
1977-11-14,Honduras,Canada,0,1,AFC Asian Cup qualification,North Shane,Jamaica,False,2021
